"","num_cpan_modules","num_cpan_modules_handed_over"
"1750",1,1
"1751",NA,NA
"1752",1,1
"1753",1,1
"1754",1,1
"1755",NA,NA
"1756",1,1
"1757",1,1
"1758",1,1
"1759",1,1
"1760",1,1
"1761",NA,NA
"1762",NA,NA
"1763",NA,NA
"1764",NA,NA
"1765",NA,NA
"1766",3,1
"1767",1,1
"1768",1,1
"1769",NA,NA
"1770",1,1
"1771",1,1
"1772",1,1
"1773",4,1
"1774",2,2
"1775",1,1
"1776",1,1
"1777",NA,NA
"1778",1,1
"1779",1,1
"1780",2,2
"1781",1,1
"1782",NA,NA
"1783",2,1
"1784",1,1
"1785",1,1
"1786",2,2
"1787",1,1
"1788",2,1
"1789",3,2
"1790",1,2
"1791",1,2
"1792",1,1
"1793",2,2
"1794",1,1
"1795",1,1
"1796",1,1
"1797",1,1
"1798",NA,NA
"1799",1,1
"1800",NA,NA
"1801",1,1
"1802",1,1
"1803",1,1
"1804",1,1
"1805",1,1
"1806",NA,NA
"1807",NA,NA
"1808",NA,NA
"1809",1,1
"1810",1,1
"1811",1,2
"1812",NA,NA
"1813",NA,NA
"1814",1,1
"1815",NA,NA
"1816",1,1
"1817",3,3
"1818",1,1
"1819",1,1
"1820",NA,NA
"1821",1,1
"1822",NA,NA
"1823",1,1
"1824",2,2
"1825",1,1
"1826",1,1
"1827",1,2
"1828",1,1
"1829",NA,NA
"1830",NA,NA
"1831",NA,NA
"1832",1,1
"1833",1,1
"1834",NA,NA
"1835",NA,NA
"1836",1,1
"1837",NA,NA
"1838",NA,NA
"1839",1,1
"1840",1,1
"1841",1,2
"1842",2,1
"1843",1,1
"1844",1,1
"1845",1,1
"1846",NA,NA
"1847",1,1
"1848",1,1
"1849",1,1
"1850",NA,NA
"1851",1,1
"1852",1,1
"1853",1,1
"1854",1,1
"1855",1,1
"1856",NA,NA
"1857",1,1
"1858",1,NA
"1859",2,1
"1860",1,1
"1861",1,1
"1862",2,1
"1863",2,1
"1864",1,1
"1865",2,2
"1866",1,1
"1867",2,2
"1868",1,1
"1869",1,1
"1870",1,1
"1871",NA,NA
"1872",1,1
"1873",NA,NA
"1874",2,1
"1875",1,1
"1876",1,1
"1877",1,1
"1878",1,2
"1879",1,2
"1880",1,2
"1881",NA,NA
"1882",NA,NA
"1883",2,1
"1884",1,1
"1885",1,2
"1886",1,1
"1887",1,1
"1888",1,1
"1889",1,1
"1890",NA,NA
"1891",1,1
"1892",1,1
"1893",1,1
"1894",1,2
"1895",1,1
"1896",2,1
"1897",3,1
"1898",1,1
"1899",NA,NA
"1900",1,1
"1901",1,1
"1902",1,1
"1903",2,2
"1904",2,2
"1905",1,1
"1906",1,1
"1907",NA,NA
"1908",1,1
"1909",NA,NA
"1910",1,1
"1911",1,1
"1912",4,1
"1913",1,3
"1914",1,2
"1915",1,1
"1916",NA,NA
"1917",NA,NA
"1918",NA,NA
"1919",NA,NA
"1920",NA,NA
"1921",NA,NA
"1922",1,1
"1923",1,1
"1924",1,1
"1925",NA,NA
"1926",NA,NA
"1927",1,1
"1928",NA,NA
"1929",1,1
"1930",3,1
"1931",2,NA
"1932",NA,NA
"1933",1,1
"1934",2,1
"1935",1,1
"1936",1,1
"1937",1,2
"1938",1,1
"1939",2,1
"1940",NA,NA
"1941",2,1
"1942",1,1
"1943",1,1
"1944",1,1
"1945",NA,NA
"1946",1,1
"1947",NA,NA
"1948",1,1
"1949",2,1
"1950",1,1
"1951",1,1
"1952",1,1
"1953",1,1
"1954",1,1
"1955",1,1
"1956",2,1
"1957",1,1
"1958",1,1
"1959",1,1
"1960",NA,NA
"1961",1,2
"1962",1,1
"1963",2,1
"1964",NA,NA
"1965",1,1
"1966",1,1
"1967",NA,NA
"1968",NA,NA
"1969",3,2
"1970",NA,NA
"1971",1,1
"1972",1,1
"1973",2,1
"1974",2,1
"1975",2,1
"1976",2,1
"1977",NA,NA
"1978",1,1
"1979",1,1
"1980",NA,NA
"1981",1,1
"1982",1,1
"1983",4,2
"1984",NA,NA
"1985",1,1
"1986",3,1
"1987",1,1
"1988",1,1
"1989",1,1
"1990",1,1
"1991",1,1
"1992",1,1
"1993",1,1
"1994",1,1
"1995",1,1
"1996",1,1
"1997",1,1
"1998",NA,NA
"1999",1,1
"2000",1,1
"2001",4,3
"2002",1,1
"2003",1,1
"2004",NA,NA
"2005",2,NA
"2006",1,1
"2007",NA,NA
"2008",NA,NA
"2009",NA,NA
"2010",1,1
"2011",NA,NA
"2012",1,1
"2013",NA,NA
"2014",1,1
"2015",1,1
"2016",1,1
"2017",2,1
"2018",1,1
"2019",1,1
"2020",1,1
"2021",NA,NA
"2022",1,1
"2023",2,1
"2024",1,1
"2025",NA,NA
"2026",2,2
"2027",NA,NA
"2028",1,1
"2029",1,1
"2030",NA,NA
"2031",1,1
"2032",NA,NA
"2033",1,4
"2034",1,1
"2035",NA,NA
"2036",1,1
"2037",1,1
"2038",NA,NA
"2039",1,1
"2040",1,1
"2041",1,1
"2042",1,1
"2043",1,1
"2044",1,1
"2045",1,1
"2046",2,1
"2047",NA,NA
"2048",NA,NA
"2049",1,1
"2050",NA,NA
"2051",1,1
"2052",NA,NA
"2053",1,1
"2054",1,1
"2055",1,1
"2056",1,1
"2057",1,1
"2058",1,1
"2059",2,1
"2060",1,1
"2061",NA,NA
"2062",4,1
"2063",NA,NA
"2064",1,1
"2065",NA,NA
"2066",NA,NA
"2067",1,2
"2068",1,1
"2069",1,1
"2070",1,1
"2071",1,1
"2072",1,1
"2073",NA,NA
"2074",2,1
"2075",1,1
"2076",1,1
"2077",NA,NA
"2078",1,1
"2079",1,2
"2080",1,1
"2081",1,1
"2082",NA,NA
"2083",1,1
"2084",1,2
"2085",1,1
"2086",4,2
"2087",2,1
"2088",2,1
"2089",NA,NA
"2090",1,1
"2091",1,1
"2092",1,1
"2093",1,1
"2094",1,1
"2095",1,1
"2096",NA,NA
"2097",1,1
"2098",2,1
"2099",2,1
"2100",NA,NA
"2101",1,1
"2102",4,2
"2103",NA,NA
"2104",NA,NA
"2105",1,1
"2106",3,1
"2107",NA,NA
"2108",1,1
"2109",1,1
"2110",1,1
"2111",1,1
"2112",1,1
"2113",NA,NA
"2114",NA,NA
"2115",NA,NA
"2116",NA,NA
"2117",1,1
"2118",1,1
"2119",1,1
"2120",1,1
"2121",1,1
"2122",1,1
"2123",2,1
"2124",1,1
"2125",3,2
"2126",4,3
"2127",1,1
"2128",1,1
"2129",1,1
"2130",1,1
"2131",1,1
"2132",1,1
"2133",1,1
"2134",1,1
"2135",1,1
"2136",1,1
"2137",NA,NA
"2138",NA,NA
"2139",NA,NA
"2140",1,1
"2141",1,1
"2142",4,1
"2143",1,1
"2144",1,1
"2145",NA,NA
"2146",1,1
"2147",3,1
"2148",1,1
"2149",2,1
"2150",1,1
"2151",1,1
"2152",NA,NA
"2153",NA,NA
"2154",1,1
"2155",1,1
"2156",NA,NA
"2157",NA,NA
"2158",1,1
"2159",2,2
"2160",1,1
"2161",NA,NA
"2162",NA,NA
"2163",1,1
"2164",NA,NA
"2165",NA,NA
"2166",1,1
"2167",1,1
"2168",1,1
"2169",2,2
"2170",1,1
"2171",2,1
"2172",1,1
"2173",1,1
"2174",1,1
"2175",1,2
"2176",1,1
"2177",1,1
"2178",1,1
"2179",2,1
"2180",1,1
"2181",1,1
"2182",NA,NA
"2183",1,1
"2184",2,1
"2185",1,1
"2186",2,2
"2187",NA,NA
"2188",NA,NA
"2189",NA,NA
"2190",1,1
"2191",1,1
"2192",2,1
"2193",1,1
"2194",NA,NA
"2195",1,1
"2196",1,1
"2197",NA,NA
"2198",NA,NA
"2199",1,1
"2200",NA,NA
"2201",3,2
"2202",1,1
"2203",1,1
"2204",NA,NA
"2205",1,2
"2206",3,2
"2207",1,1
"2208",1,1
"2209",1,1
"2210",1,1
"2211",1,1
"2212",1,1
"2213",1,1
"2214",NA,NA
"2215",NA,NA
"2216",1,1
"2217",NA,NA
"2218",1,1
"2219",1,1
"2220",1,2
"2221",1,1
"2222",1,1
"2223",2,1
"2224",1,1
"2225",2,1
"2226",1,1
"2227",1,1
"2228",1,1
"2229",1,1
"2230",1,2
"2231",1,1
"2232",2,1
"2233",1,1
"2234",NA,NA
"2235",NA,NA
"2236",1,1
"2237",1,1
"2238",NA,NA
"2239",2,1
"2240",1,1
"2241",1,1
"2242",1,1
"2243",1,1
"2244",1,1
"2245",NA,NA
"2246",1,1
"2247",1,1
"2248",2,1
"2249",1,1
"2250",4,2
"2251",NA,NA
"2252",2,1
"2253",1,1
"2254",2,1
"2255",1,1
"2256",NA,NA
"2257",1,1
"2258",NA,NA
"2259",NA,NA
"2260",2,2
"2261",1,2
"2262",1,1
"2263",4,4
"2264",1,1
"2265",3,1
"2266",2,1
"2267",1,1
"2268",NA,NA
"2269",1,1
"2270",1,1
"2271",2,1
"2272",NA,NA
"2273",2,1
"2274",1,2
"2275",1,1
"2276",1,1
"2277",NA,NA
"2278",1,1
"2279",1,1
"2280",2,1
"2281",1,1
"2282",1,1
"2283",1,1
"2284",2,1
"2285",1,1
"2286",1,1
"2287",1,1
"2288",1,1
"2289",1,1
"2290",2,2
"2291",1,1
"2292",1,1
"2293",NA,NA
"2294",2,1
"2295",2,1
"2296",2,1
"2297",4,2
"2298",3,1
"2299",2,1
"2300",NA,NA
"2301",2,2
"2302",1,1
"2303",1,1
"2304",1,1
"2305",1,1
"2306",NA,NA
"2307",1,1
"2308",NA,NA
"2309",NA,NA
"2310",NA,NA
"2311",1,1
"2312",1,1
"2313",NA,NA
"2314",1,1
"2315",1,2
"2316",1,1
"2317",1,1
"2318",1,1
"2319",1,1
"2320",1,1
"2321",2,1
"2322",1,1
"2323",1,1
"2324",1,1
"2325",1,1
"2326",1,1
"2327",2,1
"2328",1,1
"2329",1,1
"2330",1,1
"2331",2,1
"2332",4,2
"2333",1,1
"2334",1,1
"2335",NA,NA
"2336",1,1
"2337",2,1
"2338",NA,NA
"2339",1,1
"2340",1,1
"2341",3,3
"2342",NA,NA
"2343",1,1
"2344",1,1
"2345",1,1
"2346",NA,NA
"2347",1,1
"2348",1,1
"2349",1,1
"2350",NA,NA
"2351",1,1
"2352",NA,NA
"2353",2,2
"2354",NA,NA
"2355",4,3
"2356",NA,NA
"2357",2,1
"2358",1,1
"2359",1,2
"2360",1,1
"2361",1,1
"2362",1,1
"2363",NA,NA
"2364",2,1
"2365",NA,NA
"2366",1,1
"2367",2,2
"2368",1,1
"2369",1,1
"2370",1,1
"2371",1,1
"2372",NA,NA
"2373",1,1
"2374",1,1
"2375",NA,NA
"2376",3,1
"2377",2,1
"2378",1,1
"2379",1,1
"2380",1,1
"2381",NA,NA
"2382",2,1
"2383",NA,NA
"2384",NA,NA
"2385",1,1
"2386",1,1
"2387",1,1
"2388",1,1
"2389",NA,NA
"2390",1,1
"2391",1,2
"2392",1,1
"2393",1,1
"2394",NA,NA
"2395",1,1
"2396",NA,NA
"2397",NA,NA
"2398",1,1
"2399",NA,NA
"2400",1,1
"2401",1,1
"2402",1,1
"2403",NA,NA
"2404",1,1
"2405",NA,NA
"2406",NA,NA
"2407",2,1
"2408",NA,NA
"2409",1,1
"2410",NA,NA
"2411",1,1
"2412",NA,NA
"2413",1,1
"2414",1,1
"2415",1,1
"2416",1,1
"2417",1,1
"2418",1,1
"2419",NA,NA
"2420",1,1
"2421",1,1
"2422",1,1
"2423",NA,NA
"2424",1,1
"2425",2,1
"2426",NA,NA
"2427",1,1
"2428",2,1
"2429",1,1
"2430",1,1
"2431",2,2
"2432",1,1
"2433",1,1
"2434",1,1
"2435",1,3
"2436",NA,NA
"2437",1,1
"2438",1,1
"2439",1,1
"2440",1,1
"2441",1,1
"2442",1,1
"2443",NA,NA
"2444",1,1
"2445",1,1
"2446",2,1
"2447",2,1
"2448",1,1
"2449",NA,NA
"2450",3,2
"2451",NA,NA
"2452",1,1
"2453",1,1
"2454",1,1
"2455",1,1
"2456",1,2
"2457",1,1
"2458",2,1
"2459",1,1
"2460",1,1
"2461",1,1
"2462",2,1
"2463",1,1
"2464",NA,NA
"2465",1,1
"2466",1,1
"2467",NA,NA
"2468",NA,NA
"2469",1,1
"2470",1,1
"2471",1,1
"2472",NA,NA
"2473",1,1
"2474",NA,NA
"2475",2,1
"2476",1,1
"2477",2,1
"2478",NA,NA
"2479",1,1
"2480",1,1
"2481",1,1
"2482",1,1
"2483",1,1
"2484",1,1
"2485",1,1
"2486",1,1
"2487",1,1
"2488",1,1
"2489",1,1
"2490",NA,NA
"2491",NA,NA
"2492",1,2
"2493",2,2
"2494",NA,NA
"2495",1,1
"2496",1,1
"2497",1,1
"2498",NA,NA
"2499",1,1
"2500",1,1
"2501",2,1
"2502",NA,NA
"2503",2,1
"2504",2,1
"2505",NA,NA
"2506",1,1
"2507",1,1
"2508",NA,NA
"2509",1,1
"2510",1,1
"2511",1,1
"2512",1,1
"2513",1,1
"2514",1,1
"2515",1,1
"2516",1,1
"2517",NA,NA
"2518",2,1
"2519",1,1
"2520",1,1
"2521",1,1
"2522",2,1
"2523",NA,NA
"2524",1,1
"2525",1,1
"2526",1,1
"2527",NA,NA
"2528",1,1
"2529",1,1
"2530",1,1
"2531",1,1
"2532",1,1
"2533",1,1
"2534",2,1
"2535",1,1
"2536",1,1
"2537",NA,NA
"2538",2,1
"2539",NA,NA
"2540",1,1
"2541",1,1
"2542",1,1
"2543",NA,1
"2544",1,1
"2545",NA,NA
"2546",1,1
"2547",4,4
"2548",2,1
"2549",1,1
"2550",2,3
"2551",2,1
"2552",1,1
"2553",2,2
"2554",1,1
"2555",1,1
"2556",NA,NA
"2557",1,1
"2558",NA,NA
"2559",1,1
"2560",2,1
"2561",1,1
"2562",2,1
"2563",1,1
"2564",1,1
"2565",2,1
"2566",2,1
"2567",2,1
"2568",1,1
"2569",3,1
"2570",1,1
"2571",1,1
"2572",NA,NA
"2573",1,1
"2574",1,1
"2575",1,1
"2576",1,1
"2577",1,1
"2578",1,1
"2579",NA,NA
"2580",NA,NA
"2581",2,1
"2582",NA,NA
"2583",1,2
"2584",1,1
"2585",1,1
"2586",1,1
"2587",1,1
"2588",1,1
"2589",1,1
"2590",NA,NA
"2591",1,1
"2592",1,1
"2593",1,1
"2594",NA,NA
"2595",1,1
"2596",NA,NA
"2597",NA,NA
"2598",1,1
"2599",NA,NA
"2600",1,1
"2601",NA,NA
"2602",1,1
"2603",NA,NA
"2604",NA,NA
"2605",NA,NA
"2606",1,1
"2607",1,1
"2608",1,1
"2609",1,1
"2610",2,1
"2611",NA,NA
"2612",1,1
"2613",1,1
"2614",1,1
"2615",1,1
"2616",1,1
"2617",1,1
"2618",1,1
"2619",1,1
"2620",1,1
"2621",1,1
"2622",4,1
"2623",1,1
"2624",1,2
"2625",1,1
"2626",1,1
"2627",4,1
"2628",1,1
"2629",1,1
"2630",1,1
"2631",2,1
"2632",3,1
"2633",NA,NA
"2634",1,1
"2635",1,2
"2636",3,1
"2637",1,1
"2638",NA,NA
"2639",1,1
"2640",1,1
"2641",1,1
"2642",2,2
"2643",1,1
"2644",NA,NA
"2645",2,1
"2646",1,1
"2647",NA,NA
"2648",1,1
"2649",1,1
"2650",1,1
"2651",1,1
"2652",1,1
"2653",NA,NA
"2654",NA,NA
"2655",1,1
"2656",1,1
"2657",NA,NA
"2658",4,2
"2659",1,1
"2660",1,1
"2661",1,1
"2662",2,2
"2663",2,2
"2664",2,1
"2665",NA,NA
"2666",1,1
"2667",NA,NA
"2668",4,1
"2669",1,1
"2670",NA,NA
"2671",2,1
"2672",1,1
"2673",1,1
"2674",1,1
"2675",NA,NA
"2676",NA,NA
"2677",1,1
"2678",1,1
"2679",1,1
"2680",1,1
"2681",NA,NA
"2682",1,1
"2683",3,2
"2684",NA,NA
"2685",1,1
"2686",NA,NA
"2687",1,1
"2688",1,1
"2689",1,1
"2690",1,1
"2691",1,1
"2692",NA,NA
"2693",1,1
"2694",1,1
"2695",2,1
"2696",2,1
"2697",1,1
"2698",2,1
"2699",1,1
"2700",1,1
"2701",1,1
"2702",2,2
"2703",1,1
"2704",1,1
"2705",1,1
"2706",1,1
"2707",2,1
"2708",NA,NA
"2709",2,1
"2710",1,1
"2711",1,1
"2712",1,1
"2713",NA,NA
"2714",1,1
"2715",1,1
"2716",3,2
"2717",3,1
"2718",NA,NA
"2719",1,1
"2720",1,1
"2721",NA,NA
"2722",2,1
"2723",1,1
"2724",1,1
"2725",NA,NA
"2726",2,2
"2727",1,1
"2728",1,1
"2729",1,1
"2730",1,1
"2731",1,1
"2732",1,1
"2733",NA,NA
"2734",1,1
"2735",1,1
"2736",1,1
"2737",1,1
"2738",2,1
"2739",1,2
"2740",2,1
"2741",NA,NA
"2742",NA,NA
"2743",3,1
"2744",NA,NA
"2745",3,2
"2746",2,2
"2747",1,1
"2748",1,1
"2749",NA,NA
"2750",4,3
"2751",1,1
"2752",NA,NA
"2753",NA,NA
"2754",1,1
"2755",1,1
"2756",1,1
"2757",NA,NA
"2758",2,1
"2759",2,2
"2760",1,1
"2761",3,2
"2762",NA,NA
"2763",4,2
"2764",NA,NA
"2765",1,1
"2766",NA,NA
"2767",NA,NA
"2768",4,1
"2769",NA,NA
"2770",1,1
"2771",4,1
"2772",1,1
"2773",NA,NA
"2774",NA,NA
"2775",1,1
"2776",1,1
"2777",4,2
"2778",1,1
"2779",1,1
"2780",2,1
"2781",NA,NA
"2782",1,1
"2783",2,1
"2784",2,1
"2785",3,1
"2786",NA,NA
"2787",1,1
"2788",1,1
"2789",1,1
"2790",1,1
"2791",1,1
"2792",1,1
"2793",1,2
"2794",1,1
"2795",NA,NA
"2796",1,1
"2797",1,1
"2798",3,1
"2799",1,1
"2800",1,1
"2801",NA,NA
"2802",1,4
"2803",1,1
"2804",1,1
"2805",NA,NA
"2806",2,1
"2807",1,1
"2808",1,1
"2809",1,1
"2810",1,1
"2811",1,1
"2812",1,1
"2813",2,1
"2814",NA,NA
"2815",NA,NA
"2816",NA,NA
"2817",2,1
"2818",1,1
"2819",1,1
"2820",3,1
"2821",NA,NA
"2822",1,1
"2823",NA,NA
"2824",2,1
"2825",NA,NA
"2826",1,1
"2827",1,1
"2828",2,1
"2829",1,1
"2830",NA,NA
"2831",NA,NA
"2832",NA,NA
"2833",1,1
"2834",NA,NA
"2835",1,1
"2836",3,4
"2837",1,1
"2838",NA,NA
"2839",NA,NA
"2840",1,1
"2841",1,1
"2842",1,1
"2843",1,1
"2844",2,1
"2845",1,1
"2846",1,1
"2847",1,1
"2848",1,1
"2849",2,1
"2850",1,1
"2851",NA,NA
"2852",NA,NA
"2853",1,1
"2854",NA,NA
"2855",1,1
"2856",1,1
"2857",1,1
"2858",1,1
"2859",2,1
"2860",4,2
"2861",3,1
"2862",NA,NA
"2863",1,1
"2864",1,1
"2865",1,1
"2866",1,1
"2867",2,1
"2868",1,1
"2869",1,1
"2870",NA,NA
"2871",1,1
"2872",1,1
"2873",1,1
"2874",1,1
"2875",1,1
"2876",2,1
"2877",1,1
"2878",1,1
"2879",1,4
"2880",1,1
"2881",1,1
"2882",1,1
"2883",1,1
"2884",1,1
"2885",1,1
"2886",NA,NA
"2887",2,1
"2888",1,1
"2889",1,1
"2890",1,1
"2891",3,1
"2892",1,1
"2893",1,1
"2894",1,1
"2895",2,2
"2896",NA,NA
"2897",NA,NA
"2898",1,1
"2899",1,1
"2900",3,1
"2901",1,1
"2902",NA,NA
"2903",NA,NA
"2904",1,1
"2905",1,1
"2906",1,1
"2907",1,1
"2908",1,1
"2909",1,1
"2910",1,1
"2911",1,1
"2912",2,1
"2913",3,3
"2914",1,1
"2915",1,1
"2916",1,1
"2917",1,1
"2918",1,1
"2919",1,1
"2920",3,1
"2921",1,1
"2922",1,4
"2923",1,1
"2924",1,1
"2925",1,1
"2926",1,1
"2927",1,1
"2928",1,1
"2929",NA,NA
"2930",2,1
"2931",2,1
"2932",NA,NA
"2933",1,2
"2934",1,1
"2935",NA,NA
"2936",1,1
"2937",NA,NA
"2938",1,1
"2939",NA,NA
"2940",1,1
"2941",NA,NA
"2942",1,1
"2943",1,1
"2944",NA,NA
"2945",NA,NA
"2946",1,1
"2947",2,1
"2948",1,1
"2949",2,1
"2950",1,1
"2951",2,1
"2952",1,1
"2953",1,1
"2954",1,1
"2955",2,1
"2956",1,1
"2957",NA,NA
"2958",NA,NA
"2959",NA,NA
"2960",2,1
"2961",NA,NA
"2962",1,1
"2963",NA,NA
"2964",NA,NA
"2965",1,1
"2966",1,1
"2967",2,1
"2968",1,1
"2969",1,1
"2970",2,1
"2971",NA,NA
"2972",NA,NA
"2973",NA,NA
"2974",NA,NA
"2975",1,1
"2976",1,1
"2977",1,1
"2978",1,1
"2979",NA,NA
"2980",1,1
"2981",1,1
"2982",1,1
"2983",1,1
"2984",1,1
"2985",1,1
"2986",1,1
"2987",1,1
"2988",1,1
"2989",1,1
"2990",4,1
"2991",1,1
"2992",1,1
"2993",NA,NA
"2994",1,1
"2995",1,1
"2996",1,1
"2997",1,1
"2998",1,1
"2999",3,1
"3000",NA,NA
"3001",NA,NA
"3002",NA,NA
"3003",1,1
"3004",NA,NA
"3005",1,1
"3006",1,1
"3007",NA,NA
"3008",1,1
"3009",1,1
"3010",NA,NA
"3011",1,1
"3012",2,1
"3013",NA,NA
"3014",1,1
"3015",1,1
"3016",1,1
"3017",2,1
"3018",2,2
"3019",2,1
"3020",NA,NA
"3021",1,1
"3022",1,1
"3023",NA,NA
"3024",1,1
"3025",1,1
"3026",1,1
"3027",1,1
"3028",1,1
"3029",2,1
"3030",1,1
"3031",1,1
"3032",NA,NA
"3033",1,1
"3034",1,1
"3035",NA,NA
"3036",1,1
"3037",1,1
"3038",1,1
"3039",1,1
"3040",1,1
"3041",3,1
"3042",NA,NA
"3043",4,2
"3044",2,1
"3045",1,1
"3046",1,1
"3047",2,1
"3048",1,NA
"3049",1,1
"3050",1,1
"3051",3,1
"3052",2,1
"3053",1,1
"3054",NA,NA
"3055",1,1
"3056",1,1
"3057",NA,NA
"3058",3,2
"3059",1,NA
"3060",NA,NA
"3061",1,1
"3062",1,1
"3063",1,1
"3064",3,1
"3065",NA,NA
"3066",NA,NA
"3067",4,2
"3068",1,1
"3069",3,2
"3070",NA,NA
"3071",2,1
"3072",1,1
"3073",1,1
"3074",1,1
"3075",NA,NA
"3076",1,2
"3077",1,1
"3078",1,1
"3079",2,1
"3080",2,1
"3081",NA,NA
"3082",NA,NA
"3083",2,1
"3084",NA,NA
"3085",1,1
"3086",1,1
"3087",2,1
"3088",1,1
"3089",NA,NA
"3090",1,1
"3091",1,1
"3092",1,1
"3093",NA,1
"3094",1,1
"3095",1,1
"3096",NA,NA
"3097",NA,NA
"3098",1,1
"3099",2,1
"3100",1,1
"3101",1,1
"3102",1,1
"3103",1,1
"3104",1,1
"3105",NA,NA
"3106",2,2
"3107",NA,NA
"3108",1,1
"3109",1,1
"3110",1,1
"3111",1,1
"3112",3,1
"3113",1,1
"3114",1,1
"3115",1,1
"3116",1,1
"3117",NA,NA
"3118",2,1
"3119",NA,NA
"3120",NA,NA
"3121",1,1
"3122",1,1
"3123",1,1
"3124",1,1
"3125",1,1
"3126",1,1
"3127",3,2
"3128",NA,NA
"3129",NA,NA
"3130",3,1
"3131",1,1
"3132",NA,NA
"3133",1,1
"3134",NA,NA
"3135",1,1
"3136",1,1
"3137",1,1
"3138",NA,NA
"3139",1,1
"3140",NA,NA
"3141",3,2
"3142",3,2
"3143",1,1
"3144",2,1
"3145",1,NA
"3146",NA,NA
"3147",1,1
"3148",1,1
"3149",1,1
"3150",NA,NA
"3151",1,1
"3152",1,1
"3153",1,1
"3154",NA,NA
"3155",1,3
"3156",NA,NA
"3157",1,1
"3158",1,1
"3159",1,1
"3160",1,1
"3161",NA,NA
"3162",NA,NA
"3163",1,1
"3164",NA,NA
"3165",1,1
"3166",1,1
"3167",NA,NA
"3168",1,1
"3169",NA,NA
"3170",1,1
"3171",1,2
"3172",NA,NA
"3173",NA,NA
"3174",3,1
"3175",NA,NA
"3176",2,1
"3177",2,1
"3178",NA,NA
"3179",1,1
"3180",1,1
"3181",1,1
"3182",1,1
"3183",1,1
"3184",2,1
"3185",NA,NA
"3186",1,1
"3187",1,1
"3188",1,1
"3189",1,1
"3190",2,1
"3191",NA,NA
"3192",1,1
"3193",1,1
"3194",1,1
"3195",1,1
"3196",2,1
"3197",NA,NA
"3198",NA,NA
"3199",3,1
"3200",1,1
"3201",1,1
"3202",1,1
"3203",1,1
"3204",1,1
"3205",1,1
"3206",1,2
"3207",NA,NA
"3208",1,1
"3209",1,1
"3210",1,1
"3211",1,1
"3212",NA,NA
"3213",1,1
"3214",1,1
"3215",NA,NA
"3216",2,2
"3217",1,1
"3218",1,1
"3219",NA,NA
"3220",NA,NA
"3221",2,1
"3222",1,1
"3223",NA,NA
"3224",1,1
"3225",1,1
"3226",1,1
"3227",NA,NA
"3228",NA,NA
"3229",NA,NA
"3230",1,1
"3231",1,1
"3232",2,1
"3233",NA,NA
"3234",NA,NA
"3235",1,1
"3236",1,1
"3237",1,1
"3238",1,1
"3239",NA,NA
"3240",1,1
"3241",1,1
"3242",1,1
"3243",1,3
"3244",1,1
"3245",1,1
"3246",1,1
"3247",1,1
"3248",NA,NA
"3249",NA,NA
"3250",1,1
"3251",1,1
"3252",2,1
"3253",1,1
"3254",NA,NA
"3255",NA,NA
"3256",1,1
"3257",1,1
"3258",1,1
"3259",NA,NA
"3260",2,1
"3261",1,1
"3262",2,1
"3263",2,1
"3264",1,1
"3265",1,1
"3266",1,1
"3267",1,1
"3268",1,1
"3269",1,1
"3270",NA,NA
"3271",NA,NA
"3272",1,1
"3273",2,2
"3274",NA,NA
"3275",1,1
"3276",2,1
"3277",1,1
"3278",1,1
"3279",1,1
"3280",1,1
"3281",1,1
"3282",NA,NA
"3283",NA,NA
"3284",1,2
"3285",2,1
"3286",1,1
"3287",1,1
"3288",NA,NA
"3289",1,1
"3290",1,1
"3291",1,1
"3292",1,1
"3293",1,1
"3294",2,1
"3295",2,1
"3296",NA,NA
"3297",3,2
"3298",1,1
"3299",1,1
"3300",NA,NA
"3301",1,1
"3302",1,1
"3303",1,1
"3304",NA,NA
"3305",1,1
"3306",1,1
"3307",1,1
"3308",2,2
"3309",2,1
"3310",1,1
"3311",1,1
"3312",NA,NA
"3313",1,1
"3314",NA,NA
"3315",1,1
"3316",1,1
"3317",1,1
"3318",1,1
"3319",1,1
"3320",NA,NA
"3321",1,1
"3322",3,2
"3323",1,1
"3324",1,1
"3325",1,1
"3326",1,1
"3327",NA,NA
"3328",1,1
"3329",3,1
"3330",NA,NA
"3331",1,1
"3332",1,1
"3333",NA,NA
"3334",NA,NA
"3335",1,1
"3336",1,1
"3337",1,1
"3338",2,1
"3339",NA,NA
"3340",NA,NA
"3341",1,1
"3342",1,1
"3343",NA,NA
"3344",NA,NA
"3345",1,1
"3346",2,1
"3347",1,1
"3348",1,1
"3349",1,1
"3350",NA,NA
"3351",1,1
"3352",1,1
"3353",1,2
"3354",NA,NA
"3355",1,1
"3356",2,1
"3357",1,1
"3358",1,1
"3359",NA,NA
"3360",NA,NA
"3361",1,2
"3362",2,1
"3363",NA,NA
"3364",2,1
"3365",1,1
"3366",3,1
"3367",NA,NA
"3368",1,1
"3369",NA,NA
"3370",1,1
"3371",1,1
"3372",1,1
"3373",1,1
"3374",1,1
"3375",1,1
"3376",NA,NA
"3377",4,1
"3378",2,1
"3379",1,1
"3380",1,1
"3381",1,1
"3382",NA,NA
"3383",1,1
"3384",1,1
"3385",1,1
"3386",NA,NA
"3387",1,1
"3388",NA,NA
"3389",2,1
"3390",1,1
"3391",NA,NA
"3392",NA,NA
"3393",1,1
"3394",2,1
"3395",2,1
"3396",1,1
"3397",NA,NA
