"","highest_qual","post_school_training_Computing","post_school_trainingArts","post_school_training_Creative.Arts","post_school_training_post_school_training_Languages","post_school_trainingScience","post_school_training_Social.Science","post_school_training_post_school_training_Mathematics","post_school_trainingEngineering","post_school_training_Education","post_school_training_Other"
"527",2,1,0,1,0,0,0,0,1,0,0
"528",4,0,0,0,0,0,1,0,0,0,1
"529",3,0,0,0,0,0,0,0,0,0,0
"530",3,1,0,0,0,0,0,1,0,0,0
"531",3,1,0,0,0,0,0,0,0,0,0
"532",4,0,0,0,0,0,0,0,1,0,0
"533",2,0,0,0,0,0,0,0,0,0,0
"534",4,1,0,0,1,0,0,0,0,0,0
"535",4,0,0,0,0,0,0,0,1,0,0
"536",3,0,0,0,0,0,0,0,0,0,0
"537",4,1,0,0,0,0,0,0,0,0,0
"538",3,1,0,0,0,0,0,0,0,0,1
"539",3,1,1,0,0,0,0,0,0,0,0
"540",3,0,0,0,0,0,0,0,0,0,0
"541",NA,0,0,0,0,0,0,0,0,0,0
"542",NA,0,0,0,0,0,0,0,0,0,0
"543",3,0,0,0,0,0,0,0,1,0,0
"544",4,1,0,0,0,0,0,0,1,0,0
"545",4,1,0,0,0,0,0,0,0,1,0
"546",3,1,0,0,0,0,0,1,0,0,0
"547",4,0,0,0,0,1,0,0,0,0,0
"548",NA,0,0,0,0,0,0,0,0,0,0
"549",3,0,0,0,0,0,0,0,0,0,0
"550",NA,0,0,0,0,0,0,0,0,0,0
"551",3,1,0,1,0,0,0,0,0,0,0
"552",3,1,0,0,0,0,0,0,0,0,0
"553",1,0,0,0,0,0,0,0,0,0,0
"554",1,1,0,0,0,0,0,0,0,0,1
"555",3,0,0,0,0,0,0,0,0,0,0
"556",3,1,0,0,0,0,0,1,0,0,0
"557",3,0,0,0,0,0,0,0,0,0,1
"558",4,1,0,0,0,0,0,0,0,0,0
"559",4,1,0,0,0,0,0,0,0,0,0
"560",4,0,0,0,0,0,0,0,1,0,0
"561",NA,0,0,0,0,0,0,0,0,0,0
"562",4,0,0,0,0,0,0,0,1,0,0
"563",4,1,0,0,0,1,0,0,1,0,0
"564",3,1,0,0,0,0,0,1,0,1,0
"565",NA,0,0,0,0,0,0,0,0,0,0
"566",NA,0,0,0,0,0,0,0,0,0,0
"567",3,0,0,0,0,0,0,0,0,1,1
"568",3,1,0,0,0,0,0,0,0,0,0
"569",2,1,0,0,0,0,0,0,0,0,0
"570",NA,0,0,0,0,0,0,0,0,0,0
"571",1,1,0,0,0,1,0,0,0,0,0
"572",NA,0,0,0,0,0,0,0,0,0,0
"573",4,1,0,0,0,0,0,0,1,0,0
"574",3,1,0,0,0,0,0,1,0,0,0
"575",1,1,0,0,0,0,0,0,0,0,0
"576",3,0,0,0,0,0,0,0,0,0,0
"577",3,0,0,0,0,0,0,0,0,0,0
"578",4,1,0,0,0,1,0,1,0,0,0
"579",NA,0,0,0,0,0,0,0,0,0,0
"580",3,1,1,0,1,0,0,0,0,0,0
"581",2,0,0,0,0,0,0,0,0,0,0
"582",3,0,0,0,0,0,1,0,0,0,0
"583",4,0,0,0,0,1,0,0,0,0,0
"584",3,0,0,0,0,0,0,0,0,0,0
"585",3,0,0,0,0,0,0,0,0,0,0
"586",1,1,0,0,0,1,0,1,0,0,0
"587",4,0,0,0,0,0,0,0,0,0,0
"588",4,0,0,0,0,0,0,0,0,0,1
"589",3,1,0,0,0,0,0,0,0,0,0
"590",4,1,0,0,0,0,0,0,0,0,0
"591",3,0,0,0,0,0,0,0,1,0,0
"592",4,1,0,0,0,0,0,0,0,0,0
"593",1,1,0,0,0,0,0,0,0,0,0
"594",1,0,0,0,0,0,0,0,0,0,0
"595",1,1,0,0,0,0,0,0,0,0,0
"596",3,1,0,0,0,0,0,0,0,0,0
"597",1,1,0,1,0,0,1,0,0,0,0
"598",3,1,0,0,0,0,0,0,0,0,0
"599",NA,0,0,0,0,0,0,0,0,0,0
"600",3,1,0,0,0,0,0,0,0,0,0
"601",4,0,0,0,0,1,0,0,0,0,0
"602",4,1,0,0,0,0,0,0,1,0,0
"603",3,1,0,0,1,1,0,1,1,0,0
"604",3,1,0,0,0,0,0,0,0,0,0
"605",4,0,0,0,0,0,0,0,0,0,0
"606",3,0,0,0,0,0,0,0,0,0,0
"607",4,1,0,0,0,0,1,0,1,0,0
"608",NA,0,0,0,0,0,0,0,0,0,0
"609",1,1,0,0,0,0,0,1,0,0,0
"610",4,1,0,0,0,1,0,0,0,0,0
"611",2,1,0,0,0,1,0,1,1,0,0
"612",3,0,0,0,0,0,0,0,0,0,0
"613",4,1,0,0,0,0,0,0,0,0,1
"614",4,0,0,0,0,0,0,0,0,0,0
"615",NA,0,0,0,0,0,0,0,0,0,0
"616",3,0,0,0,0,0,0,0,0,0,0
"617",1,0,0,0,0,0,0,0,0,0,0
"618",1,0,0,0,0,0,0,0,0,0,0
"619",2,1,0,0,0,0,0,0,0,0,0
"620",3,0,0,1,0,0,0,0,0,0,0
"621",4,0,0,0,0,1,0,0,0,0,0
"622",NA,0,0,0,0,0,0,0,0,0,0
"623",1,0,0,0,0,0,0,0,0,0,0
"624",3,1,1,0,0,0,0,0,0,0,0
"625",1,0,0,0,0,0,0,0,0,0,0
"626",4,1,0,0,0,1,0,0,0,0,0
"627",4,0,0,0,0,0,0,0,1,0,0
"628",3,1,0,0,0,0,0,0,0,0,0
"629",3,1,0,0,0,0,0,1,0,0,0
"630",NA,0,0,0,0,0,0,0,0,0,0
"631",3,0,0,0,0,0,0,0,1,0,0
"632",3,1,0,0,0,0,0,0,1,0,0
"633",2,1,0,0,0,0,0,0,0,0,0
"634",2,0,0,0,0,0,0,0,0,0,0
"635",1,0,0,0,0,0,0,0,0,0,0
"636",4,1,0,0,0,0,0,0,0,0,0
"637",NA,0,0,0,0,0,0,0,0,0,0
"638",4,0,0,0,0,0,0,0,0,0,0
"639",3,1,0,0,0,0,0,0,0,0,0
"640",3,0,0,0,0,0,0,0,0,0,0
"641",2,1,0,0,0,0,0,0,0,0,0
"642",3,1,0,0,0,0,0,0,0,0,0
"643",2,1,0,0,0,0,0,0,1,0,0
"644",3,0,0,0,0,0,0,0,0,0,0
"645",3,0,0,0,0,0,0,0,0,0,0
"646",3,1,0,0,0,0,0,1,1,0,0
"647",3,1,0,0,0,0,0,1,0,0,0
"648",1,1,0,0,0,0,0,0,0,0,0
"649",4,1,0,0,0,0,0,0,0,0,0
"650",3,1,0,0,0,0,0,1,0,0,0
"651",NA,0,0,0,0,0,0,0,0,0,0
"652",3,0,0,0,0,0,0,0,1,0,0
"653",1,1,0,0,0,1,0,0,0,0,0
"654",4,1,0,0,0,0,0,0,0,0,0
"655",3,1,0,0,0,0,0,0,0,0,0
"656",4,1,0,0,0,0,0,0,0,0,0
"657",4,1,0,0,0,0,1,0,0,0,0
"658",4,0,0,0,1,0,0,0,0,0,0
"659",4,0,0,0,0,0,0,1,0,0,0
"660",3,0,0,1,0,0,0,0,0,0,0
"661",NA,0,0,0,0,0,0,0,0,0,0
"662",1,1,0,0,1,0,0,0,1,0,0
"663",4,0,0,0,0,0,0,0,0,0,0
"664",4,0,0,0,0,0,0,0,1,0,0
"665",3,1,0,0,0,0,0,1,1,0,0
"666",3,1,0,0,0,0,0,1,0,0,0
"667",3,0,0,0,0,1,0,0,0,0,0
"668",4,0,0,0,0,0,0,1,0,0,0
"669",3,1,0,0,0,0,0,0,0,0,1
"670",3,0,0,0,0,0,0,0,0,0,0
"671",3,0,0,0,0,0,0,0,0,0,0
"672",4,0,0,0,0,0,0,0,0,0,1
"673",NA,0,0,0,0,0,0,0,0,0,0
"674",3,1,0,0,0,0,0,0,1,0,0
"675",4,1,0,0,0,0,0,0,0,0,0
"676",2,0,0,1,0,0,0,0,0,0,0
"677",3,1,0,0,0,0,1,0,0,0,0
"678",1,0,0,0,0,0,0,0,0,0,0
"679",2,1,0,0,0,0,0,0,0,0,0
"680",3,0,0,0,0,0,0,0,1,0,0
"681",4,1,0,0,1,0,0,0,0,0,0
"682",1,0,0,0,0,0,0,0,0,0,0
"683",3,0,0,0,0,0,0,0,0,0,0
"684",1,0,0,0,0,0,0,0,0,0,0
"685",4,1,0,0,0,0,0,0,1,0,0
"686",3,1,0,0,0,0,0,1,0,0,0
"687",4,1,0,0,0,0,0,0,0,0,0
"688",4,0,0,0,0,0,0,0,0,0,1
"689",3,0,0,0,0,0,0,0,1,0,0
"690",1,0,0,0,0,0,0,0,0,0,0
"691",3,0,0,0,0,0,0,0,0,0,1
"692",1,1,0,0,0,0,0,0,0,0,0
"693",4,1,1,1,0,0,0,0,1,0,0
"694",4,0,0,0,0,0,0,0,1,0,0
"695",1,0,0,0,0,0,0,0,0,0,0
"696",1,0,0,0,0,0,0,0,0,0,0
"697",4,0,0,0,0,0,0,1,0,0,0
"698",4,1,0,0,0,0,0,0,0,0,0
"699",3,0,0,0,0,1,0,0,0,0,0
"700",1,0,0,0,0,0,0,0,0,0,0
"701",3,0,1,0,0,0,0,0,0,0,0
"702",2,1,0,0,0,0,0,0,0,0,0
"703",4,0,0,0,0,0,1,0,0,0,0
"704",3,1,0,0,0,0,0,0,0,0,0
"705",2,1,0,0,0,0,0,0,0,0,0
"706",4,1,0,0,0,0,0,0,1,0,0
"707",3,1,0,0,0,0,0,0,0,0,0
"708",3,1,0,0,0,0,0,0,1,0,0
"709",3,1,0,0,0,0,0,0,1,0,0
"710",NA,0,0,0,0,0,0,0,0,0,0
"711",NA,0,0,0,0,0,0,0,0,0,0
"712",NA,0,0,0,0,0,0,0,0,0,0
"713",2,0,0,0,0,0,0,0,0,0,0
"714",3,0,0,0,0,0,0,0,0,0,0
"715",3,1,0,0,0,0,0,1,0,0,0
"716",4,0,0,0,0,0,0,0,1,0,0
"717",3,0,0,0,0,0,0,0,0,0,0
"718",1,0,0,0,0,0,0,0,0,0,1
"719",1,1,0,0,0,0,0,0,0,0,0
"720",3,1,0,1,0,0,0,0,0,0,0
"721",3,1,0,0,0,0,0,1,0,0,0
"722",NA,0,0,0,0,0,0,0,0,0,0
"723",3,1,0,0,0,0,0,0,0,0,0
"724",3,1,1,0,0,0,1,0,0,0,0
"725",4,1,0,0,0,0,0,0,1,0,0
"726",3,1,0,0,0,0,0,0,0,0,0
"727",2,1,0,0,0,1,0,0,0,1,0
"728",1,0,0,0,0,0,0,0,0,0,0
"729",4,1,0,0,0,1,0,0,0,0,0
"730",3,0,0,0,0,0,0,0,1,0,0
"731",3,1,0,0,0,0,0,0,0,0,0
"732",1,0,0,0,0,0,0,0,0,0,0
"733",NA,0,0,0,0,0,0,0,0,0,0
"734",3,0,0,0,0,1,0,0,0,0,0
"735",3,0,0,0,0,0,0,0,0,0,0
"736",3,1,0,0,0,0,0,0,0,0,0
"737",3,0,0,0,0,1,0,0,0,0,0
"738",3,1,0,0,0,0,0,0,0,0,0
"739",4,1,0,0,0,0,1,0,0,1,0
"740",3,1,0,0,0,0,0,0,1,0,0
"741",2,0,0,0,0,1,0,0,0,0,0
"742",3,0,0,1,0,0,0,0,0,0,0
"743",2,1,0,0,0,0,0,0,0,0,0
"744",3,0,0,0,0,1,0,0,0,0,0
"745",4,0,0,0,0,1,0,0,0,0,0
"746",2,0,0,0,0,0,0,0,0,0,0
"747",4,0,0,0,0,0,0,0,0,0,0
"748",3,1,0,0,0,0,0,0,0,0,0
"749",3,1,0,0,0,0,0,0,1,0,0
"750",3,1,0,0,0,1,0,0,1,0,0
"751",3,1,0,0,0,1,0,0,1,0,0
"752",3,1,0,0,0,0,0,0,0,0,0
"753",2,1,0,0,0,0,0,0,1,0,0
"754",1,0,0,0,0,0,0,0,1,0,0
"755",1,1,0,0,0,0,0,0,0,0,0
"756",1,1,0,0,1,0,0,1,0,0,0
"757",3,0,0,0,0,0,0,0,0,0,0
"758",4,1,0,0,0,0,0,1,0,0,0
"759",2,1,0,0,1,1,0,0,0,0,0
"760",NA,0,0,0,0,0,0,0,0,0,0
"761",3,1,0,0,0,0,0,0,0,0,0
"762",NA,0,0,0,0,0,0,0,0,0,0
"763",3,0,0,0,0,0,0,0,0,0,0
"764",NA,0,0,0,0,0,0,0,0,0,0
"765",3,0,0,0,0,0,0,0,0,0,0
"766",3,0,0,0,0,0,0,0,0,0,0
"767",3,0,0,0,0,0,1,0,0,0,0
"768",3,1,0,0,0,0,0,0,1,0,0
"769",3,1,0,0,0,0,0,0,1,0,0
"770",3,0,0,0,0,0,0,0,0,0,0
"771",NA,0,0,0,0,0,0,0,0,0,0
"772",1,0,0,0,0,0,0,0,0,0,0
"773",2,0,0,0,0,0,0,0,0,0,0
"774",2,0,0,0,0,0,0,0,1,0,0
"775",4,1,0,0,1,1,0,0,0,1,0
"776",4,0,0,0,0,1,0,0,0,0,0
"777",3,1,0,0,0,0,0,0,0,0,0
"778",3,1,0,0,0,0,0,0,0,0,0
"779",4,0,0,0,0,0,0,0,0,0,0
"780",2,1,0,0,0,0,0,0,0,0,0
"781",3,0,0,0,0,0,0,0,0,0,0
"782",4,1,0,0,0,1,0,0,0,0,0
"783",4,1,0,0,0,0,0,0,0,0,0
"784",4,1,0,0,0,1,0,1,0,0,0
"785",3,1,0,0,0,0,0,0,0,0,0
"786",1,1,0,0,0,0,0,0,0,0,0
"787",4,0,0,0,0,1,0,0,0,0,0
"788",1,1,0,0,0,0,0,0,0,0,0
"789",3,1,0,0,0,1,0,0,0,0,0
"790",4,1,0,0,1,0,0,0,1,0,0
"791",2,1,0,1,1,0,0,1,0,0,0
"792",4,0,0,0,0,0,0,0,0,0,0
"793",NA,0,0,0,0,0,0,0,0,0,0
"794",1,1,0,0,0,0,0,0,0,0,0
"795",2,1,0,0,0,0,0,0,0,0,0
"796",4,1,0,0,0,0,0,0,0,0,0
"797",4,1,0,0,1,1,0,1,1,0,0
"798",4,1,0,0,0,0,0,0,0,0,0
"799",3,0,0,0,0,0,0,0,0,0,0
"800",4,1,0,0,0,0,0,0,0,0,0
"801",1,0,0,0,0,0,0,0,0,0,0
"802",1,0,0,0,0,0,0,0,0,0,0
"803",4,0,0,0,0,0,0,0,0,0,1
"804",3,1,1,0,0,0,0,0,0,0,0
"805",1,0,0,0,0,0,0,0,0,0,0
"806",4,1,0,0,0,0,0,0,0,0,0
"807",4,1,0,0,0,0,0,0,0,0,0
"808",4,1,0,0,0,0,0,0,0,0,0
"809",3,0,0,0,0,1,0,0,0,0,0
"810",4,1,0,0,0,0,0,0,0,0,0
"811",3,0,0,0,0,0,0,1,1,0,0
"812",3,1,0,0,0,0,0,0,0,0,0
"813",3,1,0,0,1,0,0,1,0,0,0
"814",3,1,0,0,0,0,0,0,1,0,0
"815",3,1,0,0,0,0,0,0,0,0,0
"816",4,0,0,0,0,0,0,0,0,0,0
"817",4,0,0,0,1,0,0,0,0,0,0
"818",4,0,0,0,0,1,0,0,0,0,0
"819",4,0,0,0,0,0,0,0,0,0,0
"820",3,1,0,0,0,0,0,0,0,0,0
"821",4,1,0,0,0,0,0,0,1,0,0
"822",3,0,1,0,0,0,0,0,0,0,0
"823",3,1,0,0,0,0,0,0,0,0,0
"824",3,0,0,0,0,0,0,0,0,0,1
"825",3,0,0,0,0,0,0,0,0,0,0
"826",3,1,0,0,0,0,0,0,0,0,0
"827",4,1,0,0,0,0,0,0,0,0,0
"828",4,0,0,0,0,0,0,0,1,0,0
"829",2,1,0,0,0,0,0,0,0,0,0
"830",2,1,0,0,0,0,0,0,0,0,0
"831",4,0,0,0,0,0,0,0,1,0,0
"832",3,1,0,0,0,0,0,1,0,0,0
"833",1,0,0,0,1,1,0,0,0,0,0
"834",3,1,0,0,0,0,0,0,0,0,0
"835",3,0,0,0,0,0,0,0,1,0,0
"836",2,1,0,0,0,0,0,0,1,0,0
"837",NA,0,0,0,0,0,0,0,0,0,0
"838",3,0,0,0,0,0,0,0,1,0,0
"839",3,0,0,0,0,0,0,0,1,0,0
"840",3,0,0,0,0,0,0,0,0,0,0
"841",4,0,0,0,0,1,0,0,0,0,0
"842",1,0,0,0,0,0,0,0,0,0,0
"843",NA,0,0,0,0,0,0,0,0,0,0
"844",2,0,0,0,1,0,0,1,0,0,0
"845",NA,0,0,0,0,0,0,0,0,0,0
"846",4,1,0,0,0,0,0,0,0,0,0
"847",3,0,0,0,0,0,0,0,0,0,0
"848",4,1,0,0,0,1,0,0,1,0,0
"849",3,0,0,0,0,0,0,0,0,0,0
"850",NA,0,0,0,0,0,0,0,0,0,0
"851",4,0,0,0,0,0,0,0,0,0,0
"852",2,1,0,0,0,0,0,0,0,0,0
"853",3,1,0,0,0,0,0,0,1,0,0
"854",4,0,0,0,0,1,0,0,0,0,0
"855",2,1,0,0,0,0,0,0,0,0,0
"856",3,0,1,0,0,0,0,0,0,0,0
"857",4,0,0,0,0,0,0,0,0,0,0
"858",3,1,0,0,0,0,0,0,0,0,0
"859",4,1,0,0,0,1,0,1,0,1,0
"860",1,0,0,0,0,0,0,0,0,0,0
"861",1,0,0,0,0,0,0,0,0,0,0
"862",1,1,0,0,0,0,0,0,0,0,0
"863",4,0,0,0,0,1,0,0,0,0,0
"864",3,1,0,0,0,0,0,0,0,0,0
"865",2,1,0,0,0,0,0,0,0,0,0
"866",4,1,0,0,0,1,0,0,0,0,0
"867",NA,0,0,0,0,0,0,0,0,0,0
"868",4,0,0,0,0,0,0,0,0,0,0
"869",4,0,0,0,0,0,0,0,1,0,0
"870",4,1,0,0,0,0,0,0,0,0,0
"871",3,0,0,0,0,0,0,0,0,0,0
"872",3,1,0,0,0,0,0,0,0,0,0
"873",3,0,0,0,0,0,0,1,1,0,0
"874",4,1,0,0,0,1,0,0,0,0,0
"875",NA,0,0,0,0,0,0,0,0,0,0
"876",1,1,0,0,1,1,0,0,0,0,0
"877",4,1,0,0,0,0,0,0,0,0,0
"878",NA,0,0,0,0,0,0,0,0,0,0
"879",4,0,0,0,0,0,0,0,0,0,1
"880",NA,0,0,0,0,0,0,0,0,0,0
"881",NA,0,0,0,0,0,0,0,0,0,0
"882",3,1,0,0,0,0,0,0,0,0,0
"883",1,0,0,0,0,0,0,0,0,0,0
"884",3,0,1,1,0,0,0,0,0,0,0
"885",3,1,0,0,0,0,0,0,0,0,0
"886",3,0,0,0,0,1,0,0,0,0,1
"887",4,1,0,0,0,0,0,0,0,0,0
"888",4,1,0,0,0,0,0,1,0,0,0
"889",4,1,0,0,0,0,0,0,1,0,0
"890",4,1,0,0,0,0,0,0,0,0,0
"891",3,0,0,0,0,1,0,0,0,0,0
"892",2,1,0,0,0,0,0,0,0,0,0
"893",3,0,1,0,0,0,0,0,0,0,0
"894",3,1,0,0,0,0,0,0,0,0,0
"895",1,1,0,0,0,0,0,0,0,0,0
"896",3,1,0,0,0,0,0,0,0,0,0
"897",3,1,0,0,0,0,0,0,0,0,0
"898",4,0,0,0,0,1,0,0,0,0,0
"899",1,0,0,0,0,0,0,0,0,0,0
"900",3,0,0,0,0,0,0,0,0,0,1
"901",2,1,0,0,0,0,0,0,0,0,0
"902",NA,0,0,0,0,0,0,0,0,0,0
"903",NA,0,0,0,0,0,0,0,0,0,0
"904",4,0,0,0,1,0,0,0,0,0,0
"905",NA,0,0,0,0,0,0,0,0,0,0
"906",2,0,0,0,0,0,0,1,1,0,0
"907",2,0,0,0,0,0,0,0,0,0,0
"908",4,0,0,0,0,1,0,0,0,0,0
"909",1,1,0,0,0,1,0,0,1,0,0
"910",2,1,0,1,0,0,0,0,1,0,0
"911",1,0,1,0,0,1,0,0,0,0,0
"912",4,0,0,0,0,1,0,0,0,0,0
"913",3,0,0,0,0,0,0,0,0,0,0
"914",NA,0,0,0,0,0,0,0,0,0,0
"915",2,0,0,0,0,0,0,0,0,0,0
"916",NA,0,0,0,0,0,0,0,0,0,0
"917",4,0,0,0,0,0,1,0,0,0,0
"918",3,1,0,0,0,0,0,0,0,0,0
"919",4,0,0,0,0,1,0,0,0,0,0
"920",3,0,0,0,0,0,0,1,0,0,0
"921",3,0,0,0,0,0,0,0,0,0,0
"922",1,0,0,0,0,0,0,0,0,0,0
"923",4,1,0,0,0,0,0,0,1,0,0
"924",4,1,0,0,0,1,0,0,0,0,0
"925",3,1,0,0,0,0,0,0,1,0,0
"926",3,0,0,0,0,0,0,0,0,0,0
"927",1,0,0,0,0,0,0,0,0,0,0
"928",4,1,0,0,0,0,0,0,0,0,0
"929",3,0,0,0,0,1,0,0,0,0,0
"930",3,1,0,0,0,0,0,0,0,0,0
"931",4,1,0,0,0,0,0,0,0,0,0
"932",2,0,0,0,0,0,0,0,0,0,0
"933",1,0,0,0,0,0,0,0,0,0,0
"934",3,1,0,0,0,0,0,0,0,0,0
"935",3,1,0,0,0,0,0,0,0,0,0
"936",4,1,0,0,0,1,0,1,0,0,0
"937",NA,0,0,0,0,0,0,0,0,0,0
"938",3,1,0,1,0,0,0,0,0,0,0
"939",3,1,0,0,0,0,0,0,0,0,0
"940",3,1,0,0,0,0,0,1,0,0,0
"941",1,0,0,0,0,0,0,0,0,0,0
"942",3,1,0,0,0,1,0,1,1,0,0
"943",3,1,0,0,0,0,0,0,0,0,0
"944",3,1,0,0,0,0,0,0,0,0,0
"945",3,0,0,0,0,1,0,0,0,0,0
"946",3,1,0,0,0,0,0,0,1,0,0
"947",3,0,0,0,0,0,0,1,0,0,0
"948",4,0,0,0,0,0,0,0,0,0,0
"949",3,1,0,0,0,1,0,0,0,0,0
"950",2,1,0,0,0,0,0,0,0,0,0
"951",3,1,0,0,0,0,0,0,0,0,0
"952",1,0,0,0,0,0,0,0,0,0,0
"953",NA,0,0,0,0,0,0,0,0,0,0
"954",3,0,0,0,0,0,0,0,0,0,1
"955",3,0,0,0,0,0,0,0,0,0,0
"956",3,1,0,0,0,0,0,0,0,0,0
"957",4,0,0,0,0,0,1,0,0,0,0
"958",NA,0,0,0,0,0,0,0,0,0,0
"959",4,0,0,0,0,0,0,0,0,0,0
"960",4,0,0,0,0,1,0,0,0,0,0
"961",NA,0,0,0,0,0,0,0,0,0,0
"962",4,1,0,0,0,1,0,0,1,0,0
"963",3,1,0,0,0,1,0,1,1,0,0
"964",2,1,0,0,1,1,0,0,0,0,0
"965",NA,0,0,0,0,0,0,0,0,0,0
"966",1,0,0,0,0,0,0,0,0,0,1
"967",1,1,0,0,0,0,0,0,0,0,0
"968",4,0,0,0,0,0,0,1,0,0,0
"969",1,1,0,0,0,0,0,0,0,0,0
"970",2,1,0,0,0,0,0,0,0,0,0
"971",1,0,0,0,0,0,0,0,0,0,0
"972",1,0,0,0,0,0,0,0,0,0,0
"973",4,1,0,0,0,0,0,0,0,0,0
"974",2,1,0,0,0,0,0,0,0,0,0
"975",3,1,0,0,0,0,0,0,0,0,0
"976",3,0,0,0,0,1,0,0,0,0,0
"977",4,1,0,0,0,0,0,1,1,0,0
"978",1,0,0,0,0,0,0,0,0,0,0
"979",3,0,0,0,0,0,0,0,0,0,0
"980",4,0,0,0,0,1,0,0,0,0,0
"981",NA,0,0,0,0,0,0,0,0,0,0
"982",1,1,0,0,0,0,0,0,0,0,1
"983",4,1,0,0,0,0,0,0,0,0,0
"984",3,0,0,0,1,0,0,0,0,0,0
"985",3,1,0,0,0,0,0,0,0,0,0
"986",3,1,0,0,0,0,0,0,0,0,0
"987",2,1,0,0,0,0,0,0,1,0,0
"988",3,1,0,0,0,0,0,0,0,0,0
"989",3,0,0,0,0,0,0,0,0,0,0
"990",1,1,0,0,0,0,0,0,0,0,0
"991",NA,0,0,0,0,0,0,0,0,0,0
"992",4,1,0,0,0,1,0,1,0,0,0
"993",NA,0,0,0,0,0,0,0,0,0,0
"994",3,0,0,0,0,0,0,0,0,0,1
"995",NA,0,0,0,0,0,0,0,0,0,0
"996",3,1,0,0,1,0,0,1,0,0,0
"997",1,0,0,0,0,0,0,0,0,0,0
"998",4,1,0,0,0,1,0,1,0,0,0
"999",3,0,0,0,0,0,0,0,0,0,0
"1000",3,1,0,0,0,0,0,0,0,0,0
"1001",3,1,0,0,0,0,0,0,0,0,1
"1002",3,0,0,0,0,0,0,0,0,0,0
"1003",4,1,0,0,0,0,0,0,0,0,0
"1004",4,1,0,0,0,1,0,1,0,0,0
"1005",3,0,0,0,0,0,0,0,1,0,0
"1006",4,0,0,0,0,0,0,1,0,0,0
"1007",3,1,0,0,0,0,0,0,1,0,0
"1008",1,0,0,0,0,0,0,0,0,0,0
"1009",4,0,0,0,0,0,0,0,0,0,0
"1010",3,0,0,0,0,0,0,1,0,0,0
"1011",2,1,0,0,1,1,0,1,1,0,0
"1012",3,0,0,0,0,0,0,0,0,0,0
"1013",3,0,0,0,0,0,0,0,0,0,0
"1014",4,1,0,0,0,0,0,0,0,0,1
"1015",1,0,0,0,0,0,0,0,0,0,0
"1016",2,1,0,0,0,0,0,0,0,0,1
"1017",3,1,0,0,0,0,0,0,0,0,0
"1018",3,1,0,0,0,0,0,0,1,0,0
"1019",4,1,0,0,0,0,0,0,0,0,0
"1020",4,1,0,0,0,0,0,0,0,0,0
"1021",1,0,1,0,0,0,0,0,0,0,0
"1022",4,0,1,0,0,0,0,0,0,0,0
"1023",4,1,0,0,0,0,0,0,0,0,0
"1024",4,1,0,0,0,0,0,0,0,0,1
"1025",3,1,0,0,0,0,0,0,0,0,0
"1026",3,1,0,0,0,1,0,0,1,0,0
"1027",3,0,0,0,0,0,0,0,1,0,0
"1028",4,1,0,0,0,0,0,0,0,0,0
"1029",3,0,0,0,0,0,0,0,1,0,0
"1030",3,1,0,0,0,0,0,0,0,0,0
"1031",2,1,0,0,0,0,0,0,0,0,0
"1032",3,1,1,1,0,0,0,0,0,0,0
"1033",3,1,0,0,0,1,0,0,1,0,0
"1034",3,0,0,0,0,0,0,0,1,0,0
"1035",NA,0,0,0,0,0,0,0,0,0,0
"1036",4,1,0,0,0,1,0,1,0,0,0
"1037",2,1,1,0,0,1,1,1,0,0,0
"1038",3,0,0,0,0,0,0,0,0,0,0
"1039",NA,0,0,0,0,0,0,0,0,0,0
"1040",1,0,0,0,0,0,0,0,0,0,0
"1041",4,0,0,0,0,0,0,0,1,0,0
"1042",NA,0,0,0,0,0,0,0,0,0,0
"1043",4,0,0,0,0,1,0,0,0,0,0
"1044",3,1,0,0,0,0,0,0,0,1,0
"1045",2,1,0,0,0,0,0,0,0,0,0
"1046",4,0,0,0,0,1,0,0,1,0,0
"1047",3,1,0,0,1,0,0,0,1,0,0
"1048",NA,0,0,0,0,0,0,0,0,0,0
"1049",3,1,0,0,0,0,0,0,0,0,0
"1050",4,0,0,0,1,0,0,0,0,0,0
"1051",3,1,0,0,0,0,0,1,0,0,0
"1052",3,0,0,0,0,0,0,0,1,0,0
"1053",3,0,0,0,0,0,0,0,0,0,0
"1054",4,0,0,0,0,1,0,0,0,0,0
"1055",2,0,0,0,0,0,0,0,0,0,0
"1056",3,1,0,0,0,0,0,0,1,0,0
"1057",3,1,0,0,0,0,0,0,0,0,1
"1058",NA,0,0,0,0,0,0,0,0,0,0
"1059",NA,0,0,0,0,0,0,0,0,0,0
"1060",3,1,0,0,0,0,0,0,1,0,0
"1061",1,1,0,0,0,1,0,1,1,0,1
"1062",3,0,0,0,0,0,0,0,0,0,0
"1063",1,0,0,0,0,0,0,0,0,0,0
"1064",NA,0,0,0,0,0,0,0,0,0,0
"1065",1,0,0,0,0,0,0,0,0,0,0
"1066",3,1,0,0,0,0,0,0,0,0,0
"1067",1,0,0,0,0,0,0,0,0,0,0
"1068",2,1,0,0,0,0,0,0,0,0,0
"1069",3,0,0,0,0,0,0,0,0,0,0
"1070",4,0,0,0,0,0,0,0,0,0,0
"1071",NA,0,0,0,0,0,0,0,0,0,0
"1072",3,1,0,0,0,0,0,0,1,0,0
"1073",3,1,0,0,0,0,0,0,0,0,0
"1074",3,0,0,0,1,0,0,0,0,0,0
"1075",1,0,0,0,0,0,0,0,0,0,0
