"","highest_qual","post_school_training_Computing","post_school_trainingArts","post_school_training_Creative.Arts","post_school_training_post_school_training_Languages","post_school_trainingScience","post_school_training_Social.Science","post_school_training_post_school_training_Mathematics","post_school_trainingEngineering","post_school_training_Education","post_school_training_Other"
"1076",3,1,0,0,0,0,0,0,0,0,0
"1077",3,1,0,0,0,0,0,0,0,0,0
"1078",4,0,0,0,0,1,0,0,0,0,0
"1079",4,1,0,0,0,0,0,0,0,0,1
"1080",3,0,0,0,0,0,0,0,0,0,0
"1081",NA,0,0,0,0,0,0,0,0,0,0
"1082",NA,0,0,0,0,0,0,0,0,0,0
"1083",1,1,0,0,0,1,0,0,0,0,0
"1084",1,0,0,0,0,1,0,0,0,0,1
"1085",4,1,0,0,0,0,0,0,0,0,0
"1086",3,1,0,0,0,0,0,1,1,0,0
"1087",4,0,0,0,0,1,0,0,0,0,0
"1088",NA,0,0,0,0,0,0,0,0,0,0
"1089",4,0,0,0,0,1,0,0,0,0,0
"1090",2,0,0,0,0,1,0,1,1,0,0
"1091",1,0,0,0,0,0,0,0,0,0,0
"1092",3,0,0,0,0,0,0,0,0,0,1
"1093",3,1,0,0,0,0,0,0,1,0,0
"1094",4,0,0,0,0,0,0,0,1,0,0
"1095",1,0,0,0,0,0,0,0,0,0,0
"1096",1,0,0,0,0,0,0,0,1,0,0
"1097",4,0,0,0,0,0,0,0,1,0,0
"1098",3,1,0,0,0,0,0,0,1,0,0
"1099",1,0,0,0,0,0,0,0,0,0,0
"1100",3,0,0,0,0,0,0,0,0,0,0
"1101",NA,0,0,0,0,0,0,0,0,0,0
"1102",NA,0,0,0,0,0,0,0,0,0,0
"1103",4,0,0,0,0,1,0,0,0,0,0
"1104",3,1,0,0,0,0,0,0,0,0,0
"1105",3,1,0,0,0,0,0,0,1,0,0
"1106",4,1,0,0,0,0,0,0,0,0,0
"1107",2,1,0,0,0,0,0,1,0,0,0
"1108",2,0,0,1,1,0,1,0,0,0,0
"1109",3,1,0,0,0,0,0,0,0,0,0
"1110",3,1,0,0,0,0,0,0,0,0,0
"1111",4,0,0,0,0,1,0,0,0,0,0
"1112",4,1,0,0,0,1,0,1,1,0,0
"1113",1,0,0,0,0,0,0,0,0,0,0
"1114",4,0,0,0,0,1,0,0,1,0,0
"1115",3,0,0,0,0,0,0,0,0,0,0
"1116",4,0,0,0,0,0,0,0,0,0,0
"1117",1,0,0,1,0,0,0,0,0,0,0
"1118",NA,0,0,0,0,0,0,0,0,0,0
"1119",3,1,0,0,0,0,0,0,0,0,0
"1120",3,0,0,0,0,0,0,0,1,0,0
"1121",4,1,0,0,0,0,0,1,0,0,0
"1122",3,1,0,0,0,0,0,0,0,0,0
"1123",3,1,0,0,0,0,0,1,0,0,0
"1124",3,1,0,0,0,0,0,0,0,0,0
"1125",3,0,0,0,0,1,0,0,0,0,0
"1126",4,1,0,0,0,0,0,1,0,0,0
"1127",1,0,0,0,0,0,0,0,0,0,0
"1128",4,1,0,0,0,0,0,0,0,0,0
"1129",3,1,0,0,0,0,0,0,0,0,1
"1130",4,0,0,0,0,0,1,0,0,0,0
"1131",4,1,0,0,0,1,0,0,0,0,0
"1132",4,0,0,0,0,0,0,1,0,0,0
"1133",2,1,0,0,0,0,0,0,1,0,0
"1134",4,0,0,0,1,0,0,0,0,0,0
"1135",4,0,0,0,0,0,0,0,0,0,0
"1136",3,0,0,0,0,0,0,0,0,0,0
"1137",3,1,0,0,0,0,0,0,0,0,0
"1138",3,1,0,0,0,1,0,0,1,0,0
"1139",NA,0,0,0,0,0,0,0,0,0,0
"1140",3,1,0,0,0,0,0,1,0,0,0
"1141",NA,0,0,0,0,0,0,0,0,0,0
"1142",1,0,0,0,0,0,0,0,0,0,0
"1143",2,0,0,0,0,0,0,0,0,0,0
"1144",3,0,0,0,0,0,0,0,0,0,0
"1145",4,0,0,0,0,0,0,0,1,0,0
"1146",1,0,0,0,0,0,0,0,0,0,0
"1147",3,1,0,0,0,0,0,0,0,0,0
"1148",1,0,0,0,0,0,0,0,0,0,0
"1149",3,0,0,0,0,1,0,0,0,0,0
"1150",NA,0,0,0,0,0,0,0,0,0,0
"1151",3,1,0,0,0,0,0,0,0,0,1
"1152",3,1,0,0,0,0,0,1,0,0,0
"1153",4,1,0,0,0,1,0,1,0,0,0
"1154",3,0,1,0,1,0,0,0,0,0,0
"1155",NA,0,0,0,0,0,0,0,0,0,0
"1156",4,0,0,0,0,0,0,1,0,0,0
"1157",1,0,0,0,0,0,0,0,0,0,0
"1158",3,1,0,0,0,0,0,0,0,1,0
"1159",3,0,0,0,0,0,0,0,1,0,0
"1160",1,0,0,0,0,0,0,0,0,0,0
"1161",4,1,0,0,0,0,0,0,1,0,0
"1162",1,1,0,0,0,0,0,0,0,0,0
"1163",4,0,0,0,0,1,0,0,0,0,0
"1164",3,0,0,0,0,0,0,0,1,0,0
"1165",3,1,0,0,0,1,0,0,0,0,0
"1166",2,1,0,0,0,0,0,0,0,0,1
"1167",2,1,0,0,0,0,0,0,0,0,0
"1168",4,0,0,0,0,0,0,0,0,0,0
"1169",3,1,0,0,0,1,0,1,1,1,0
"1170",2,1,1,0,0,0,0,0,0,0,0
"1171",3,1,0,0,0,0,0,0,0,0,0
"1172",4,1,0,0,0,0,0,0,0,0,0
"1173",4,0,0,0,0,0,0,0,0,0,1
"1174",NA,0,0,0,0,0,0,0,0,0,0
"1175",3,1,0,0,0,0,0,1,0,0,0
"1176",4,1,0,0,0,0,0,1,0,0,0
"1177",2,1,0,0,0,0,0,0,0,0,0
"1178",2,0,0,0,0,0,0,0,1,0,0
"1179",3,1,0,0,0,0,0,0,0,0,0
"1180",4,1,0,0,0,0,0,1,1,0,0
"1181",1,1,0,0,0,0,0,0,0,0,0
"1182",2,0,0,0,0,0,0,0,0,0,0
"1183",1,0,0,0,0,0,0,0,0,0,0
"1184",3,1,0,0,0,0,0,1,0,0,0
"1185",2,1,0,0,0,0,0,0,0,1,0
"1186",NA,0,0,0,0,0,0,0,0,0,0
"1187",NA,0,0,0,0,0,0,0,0,0,0
"1188",4,0,0,0,0,1,0,0,0,0,0
"1189",3,0,0,0,0,0,0,0,0,1,0
"1190",4,0,0,0,0,0,0,1,0,0,0
"1191",3,0,0,0,0,0,0,0,0,0,1
"1192",3,0,0,0,0,0,0,0,0,0,0
"1193",1,0,0,0,0,0,0,0,0,0,0
"1194",4,0,1,0,0,0,0,0,0,0,1
"1195",3,0,0,0,0,0,0,0,0,0,0
"1196",NA,0,0,0,0,0,0,0,0,0,0
"1197",NA,0,0,0,0,0,0,0,0,0,0
"1198",1,0,0,1,0,0,0,0,0,0,0
"1199",3,0,0,0,0,0,0,0,0,0,0
"1200",2,0,0,0,0,0,0,0,0,0,1
"1201",NA,0,0,0,0,0,0,0,0,0,0
"1202",1,0,0,0,0,0,0,0,1,0,0
"1203",4,1,0,0,1,0,0,1,0,0,0
"1204",3,0,0,0,0,0,0,0,0,0,0
"1205",2,1,0,0,0,0,0,0,0,0,0
"1206",3,0,0,0,0,0,0,0,1,0,0
"1207",4,0,1,0,0,0,0,0,0,0,0
"1208",4,0,0,0,0,0,0,0,1,0,0
"1209",2,1,0,0,0,0,0,0,0,0,0
"1210",4,0,0,0,0,1,0,0,0,0,0
"1211",3,1,0,0,0,0,0,0,0,0,0
"1212",4,0,0,0,0,0,0,0,1,0,0
"1213",3,1,0,0,1,0,0,0,0,0,0
"1214",2,1,0,0,0,1,0,1,0,0,0
"1215",1,0,0,0,0,0,0,0,0,0,0
"1216",3,0,1,0,0,0,0,0,0,0,0
"1217",3,0,0,0,0,0,0,0,0,0,0
"1218",2,1,0,1,1,0,0,0,1,0,0
"1219",3,1,0,0,0,0,0,0,0,0,0
"1220",3,1,0,0,0,0,0,1,0,0,0
"1221",3,1,0,0,0,0,0,0,0,0,0
"1222",2,0,0,0,0,0,0,0,0,0,0
"1223",3,1,0,0,0,0,0,0,0,0,0
"1224",4,0,0,0,0,0,0,0,1,0,0
"1225",3,1,0,0,0,0,0,0,0,0,0
"1226",4,0,0,0,0,0,0,0,0,0,0
"1227",NA,0,0,0,0,0,0,0,0,0,0
"1228",1,0,0,0,0,0,0,0,0,0,0
"1229",2,0,0,0,0,0,0,0,0,0,0
"1230",3,0,1,0,0,0,0,0,0,0,0
"1231",1,1,0,0,0,0,0,0,0,0,0
"1232",3,1,0,0,0,0,0,0,0,0,0
"1233",4,1,0,0,0,0,0,0,0,0,0
"1234",NA,0,0,0,0,0,0,0,0,0,0
"1235",1,0,0,0,0,0,0,0,0,0,0
"1236",1,0,0,0,0,0,0,0,0,0,0
"1237",NA,0,0,0,0,0,0,0,0,0,0
"1238",4,1,0,0,0,0,1,0,0,0,1
"1239",3,0,0,0,1,0,0,0,0,0,1
"1240",4,1,0,0,0,1,0,0,0,0,0
"1241",3,1,0,0,0,0,0,0,0,0,0
"1242",3,0,0,0,0,0,0,0,0,0,0
"1243",NA,0,0,0,0,0,0,0,0,0,0
"1244",4,1,0,0,0,1,0,0,0,0,0
"1245",3,1,0,0,1,0,0,0,0,0,0
"1246",1,1,0,0,0,1,0,0,1,0,0
"1247",NA,0,0,0,0,0,0,0,0,0,0
"1248",1,0,0,0,0,1,0,1,1,0,0
"1249",NA,0,0,0,0,0,0,0,0,0,0
"1250",1,1,0,0,0,0,0,1,0,0,0
"1251",3,1,0,0,0,0,0,0,0,0,0
"1252",3,0,0,0,0,0,0,0,1,0,0
"1253",1,1,0,0,0,0,0,0,0,0,0
"1254",4,0,0,0,0,1,0,0,0,0,0
"1255",NA,0,0,0,0,0,0,0,0,0,0
"1256",4,1,0,0,0,0,0,0,0,0,0
"1257",4,1,0,0,0,0,0,0,0,0,0
"1258",2,1,0,0,0,0,0,0,1,0,0
"1259",3,1,0,0,0,1,0,0,1,0,0
"1260",4,1,0,0,1,0,0,0,0,0,0
"1261",4,1,0,0,0,0,0,0,0,0,0
"1262",3,1,0,0,1,0,0,0,0,0,0
"1263",3,1,0,0,0,0,0,0,0,0,0
"1264",4,0,1,1,0,0,0,1,0,0,0
"1265",3,1,0,0,0,0,0,0,0,0,0
"1266",3,1,0,0,0,1,0,1,0,0,0
"1267",4,1,0,0,0,0,0,0,0,0,0
"1268",2,0,0,0,0,0,0,0,0,0,0
"1269",4,1,0,0,0,0,0,0,0,0,0
"1270",3,0,0,0,0,0,0,0,0,0,0
"1271",3,1,0,0,0,1,0,0,0,0,0
"1272",NA,0,0,0,0,0,0,0,0,0,0
"1273",3,0,0,0,0,0,0,0,1,0,0
"1274",NA,0,0,0,0,0,0,0,0,0,0
"1275",NA,0,0,0,0,0,0,0,0,0,0
"1276",4,0,0,0,0,0,0,0,0,0,0
"1277",4,1,0,0,0,1,0,0,0,0,0
"1278",4,1,0,0,0,1,0,0,0,0,0
"1279",4,1,0,0,0,1,0,0,0,0,0
"1280",3,0,0,0,1,0,0,1,0,0,0
"1281",3,1,0,0,0,0,0,0,0,0,0
"1282",4,0,0,0,0,1,0,0,0,0,0
"1283",NA,0,0,0,0,0,0,0,0,0,0
"1284",2,1,0,0,0,0,0,0,0,0,0
"1285",2,1,0,1,0,0,0,0,0,0,0
"1286",3,1,0,0,0,0,0,0,0,0,0
"1287",3,1,0,0,0,0,0,0,0,0,0
"1288",4,0,0,0,0,0,0,0,0,0,0
"1289",3,1,0,0,0,0,0,0,0,0,0
"1290",NA,0,0,0,0,0,0,0,0,0,0
"1291",4,1,0,0,0,1,0,0,0,0,0
"1292",4,1,0,0,0,0,0,0,0,0,0
"1293",4,1,0,0,0,0,0,0,0,0,0
"1294",2,1,0,0,0,0,0,0,0,0,0
"1295",4,0,0,0,0,0,0,0,1,0,0
"1296",4,1,0,0,0,0,0,0,0,0,0
"1297",4,0,0,0,0,0,0,0,1,0,0
"1298",4,0,0,0,0,1,0,0,0,0,0
"1299",4,1,0,0,0,0,0,1,1,0,0
"1300",4,1,0,0,0,0,0,0,0,0,0
"1301",3,0,0,0,0,1,0,0,0,0,0
"1302",3,0,0,0,0,0,0,0,0,0,0
"1303",4,0,0,0,0,1,0,0,1,0,0
"1304",4,1,0,0,0,0,0,0,0,0,0
"1305",4,1,0,0,0,0,0,1,0,0,0
"1306",3,1,0,0,0,0,0,0,1,0,0
"1307",3,0,0,0,0,0,0,0,0,0,0
"1308",3,1,0,0,0,0,1,0,1,0,0
"1309",3,1,0,0,0,0,0,0,0,0,0
"1310",4,1,0,0,0,0,0,1,0,0,0
"1311",2,0,0,0,0,0,0,0,0,0,0
"1312",3,1,0,0,0,0,0,0,0,0,0
"1313",1,0,0,0,0,0,0,0,0,0,0
"1314",4,1,0,0,0,1,0,0,0,0,0
"1315",2,0,0,0,0,0,0,0,0,0,0
"1316",NA,0,0,0,0,0,0,0,0,0,0
"1317",3,1,0,0,0,0,0,0,0,0,0
"1318",3,1,1,0,0,0,0,0,0,0,0
"1319",3,0,0,0,0,0,1,0,0,0,0
"1320",NA,0,0,0,0,0,0,0,0,0,0
"1321",4,1,0,0,0,0,0,0,0,0,0
"1322",2,1,1,1,1,0,0,1,0,1,1
"1323",3,0,0,0,0,1,0,0,0,0,0
"1324",4,1,0,0,0,0,0,0,1,0,0
"1325",4,0,0,0,0,0,0,1,0,0,0
"1326",4,0,0,0,0,0,0,0,1,0,0
"1327",3,0,0,0,0,0,0,0,0,0,0
"1328",2,1,0,0,0,0,0,0,0,0,0
"1329",3,0,0,0,1,0,0,0,0,0,0
"1330",1,1,0,0,0,0,0,0,0,0,1
"1331",NA,0,0,0,0,0,0,0,0,0,0
"1332",4,1,0,0,1,0,0,0,0,0,0
"1333",3,0,0,0,0,0,0,0,0,0,0
"1334",4,1,0,0,0,0,0,0,1,0,0
"1335",4,1,0,0,0,0,0,1,0,0,0
"1336",3,1,0,0,0,0,0,0,0,0,0
"1337",3,1,0,0,0,0,0,0,0,0,0
"1338",3,1,0,0,0,0,0,1,0,0,0
"1339",3,0,0,0,0,0,0,0,0,0,1
"1340",3,1,0,0,0,0,0,0,1,0,0
"1341",4,1,0,0,0,0,0,0,0,0,0
"1342",4,0,0,0,0,0,0,0,0,0,0
"1343",4,1,0,0,0,1,0,0,0,0,0
"1344",2,1,0,0,0,0,0,0,0,0,1
"1345",3,0,0,0,0,0,0,1,0,0,0
"1346",1,1,0,0,0,0,0,0,0,0,0
"1347",3,1,0,0,0,1,0,0,1,0,0
"1348",3,0,0,0,0,0,0,0,1,0,0
"1349",1,1,0,0,0,0,0,0,0,0,0
"1350",4,1,0,0,0,1,0,0,0,0,0
"1351",2,1,0,0,0,0,0,0,1,0,0
"1352",3,0,0,0,0,0,0,0,0,0,0
"1353",1,1,0,0,1,0,0,0,0,0,1
"1354",NA,0,0,0,0,0,0,0,0,0,0
"1355",3,0,0,0,0,0,0,0,0,0,1
"1356",NA,0,0,0,0,0,0,0,0,0,0
"1357",3,1,0,0,0,0,0,0,0,0,0
"1358",NA,0,0,0,0,0,0,0,0,0,0
"1359",4,1,0,0,0,1,0,0,1,0,0
"1360",4,0,0,0,0,0,1,0,0,0,0
"1361",4,1,0,0,0,0,0,0,0,0,0
"1362",4,1,0,0,0,0,0,0,0,0,0
"1363",4,1,1,0,0,0,0,0,0,0,0
"1364",4,0,0,0,0,0,0,0,0,0,1
"1365",2,1,0,0,0,0,0,0,0,0,0
"1366",3,0,0,0,0,0,0,0,1,0,0
"1367",3,1,0,0,0,1,0,0,0,0,0
"1368",3,0,0,0,0,0,0,1,0,0,0
"1369",3,0,0,0,0,0,0,0,0,0,0
"1370",3,1,0,0,0,0,0,0,0,0,0
"1371",4,0,0,0,0,0,0,0,0,0,0
"1372",3,0,0,1,0,0,0,0,0,0,0
"1373",4,1,0,0,0,1,0,0,0,0,0
"1374",3,1,0,0,0,0,0,0,0,0,0
"1375",1,0,0,0,0,0,0,0,0,0,0
"1376",4,0,0,1,0,0,0,0,0,0,0
"1377",4,0,0,0,0,0,0,0,0,0,0
"1378",3,0,0,0,0,0,0,0,1,0,0
"1379",4,1,0,0,1,0,0,0,0,0,1
"1380",3,1,1,0,0,0,0,0,0,0,0
"1381",NA,0,0,0,0,0,0,0,0,0,0
"1382",3,0,0,0,1,1,0,0,0,0,0
"1383",NA,0,0,0,0,0,0,0,0,0,0
"1384",3,0,0,0,0,0,0,0,0,0,0
"1385",4,1,0,0,0,0,0,0,0,0,0
"1386",1,0,0,0,0,0,0,0,0,0,0
"1387",3,1,0,0,0,1,0,0,0,0,0
"1388",4,1,0,0,0,1,0,1,1,0,0
"1389",3,1,0,0,0,0,0,0,0,0,0
"1390",4,1,0,0,0,0,0,0,0,0,1
"1391",2,1,0,0,0,0,0,0,0,0,0
"1392",NA,0,0,0,0,0,0,0,0,0,0
"1393",4,1,0,0,0,0,0,0,0,0,0
"1394",4,0,0,0,0,0,0,0,0,0,1
"1395",3,1,0,0,0,0,0,0,0,0,0
"1396",4,0,0,0,0,0,0,1,0,0,0
"1397",NA,0,0,0,0,0,0,0,0,0,0
"1398",3,1,0,0,0,0,0,1,0,0,0
"1399",3,1,0,0,0,1,0,1,0,0,0
"1400",3,0,0,0,0,0,0,0,0,0,0
"1401",4,1,0,0,0,1,0,0,0,0,0
"1402",4,1,0,0,0,1,0,1,1,0,0
"1403",1,1,0,0,0,0,0,0,0,0,0
"1404",4,0,0,0,0,0,0,0,0,0,0
"1405",1,1,0,0,0,0,0,0,0,0,0
"1406",2,0,0,0,0,0,0,0,0,0,0
"1407",2,1,0,0,0,0,0,0,0,0,0
"1408",4,1,0,0,0,1,0,1,0,0,0
"1409",4,0,0,0,0,1,0,0,0,0,0
"1410",3,1,0,0,0,0,0,1,0,0,0
"1411",NA,0,0,0,0,0,0,0,0,0,0
"1412",1,0,0,0,0,0,0,0,0,0,0
"1413",4,1,0,0,0,0,0,0,0,0,0
"1414",NA,0,0,0,0,0,0,0,0,0,0
"1415",3,1,0,0,0,0,0,1,1,0,0
"1416",1,0,0,0,0,0,0,0,0,0,0
"1417",3,1,0,0,0,0,0,1,0,0,0
"1418",1,0,0,0,0,0,0,1,0,0,1
"1419",4,1,0,0,0,0,0,0,0,0,0
"1420",3,1,0,0,0,0,0,0,0,0,0
"1421",3,1,0,0,0,0,0,0,0,0,0
"1422",1,1,0,0,0,0,0,0,0,0,1
"1423",4,0,0,0,0,0,0,0,0,0,1
"1424",1,0,0,0,0,0,0,0,0,0,0
"1425",2,1,0,0,0,0,0,0,0,0,0
"1426",3,0,0,0,0,0,0,0,0,0,1
"1427",4,0,1,0,1,0,0,0,0,1,0
"1428",NA,0,0,0,0,0,0,0,0,0,0
"1429",3,1,0,0,0,0,0,0,1,0,0
"1430",NA,0,0,0,0,0,0,0,0,0,0
"1431",1,0,0,0,0,0,0,0,0,0,0
"1432",3,1,0,0,0,0,0,1,0,0,0
"1433",NA,0,0,0,0,0,0,0,0,0,0
"1434",3,1,0,0,0,0,0,0,0,0,0
"1435",2,1,0,0,0,0,0,0,0,0,1
"1436",3,1,0,0,0,0,0,0,0,0,0
"1437",3,0,0,0,0,0,0,0,0,0,0
"1438",3,0,0,0,0,0,0,0,0,0,0
"1439",4,1,0,0,0,1,0,0,0,0,0
"1440",1,1,0,0,0,0,1,1,1,0,0
"1441",1,1,0,0,1,0,0,0,0,0,0
"1442",1,0,0,0,0,0,0,1,0,0,0
"1443",2,1,0,0,0,0,0,0,1,0,0
"1444",3,0,0,0,0,1,0,0,0,0,0
"1445",3,1,0,0,0,0,0,0,0,0,0
"1446",4,0,0,0,0,0,0,0,0,0,0
"1447",NA,0,0,0,0,0,0,0,0,0,0
"1448",3,1,0,0,0,0,0,1,0,0,0
"1449",1,0,0,0,0,0,0,0,0,0,0
"1450",4,0,0,0,0,0,0,0,1,0,0
"1451",4,1,0,0,1,0,0,0,0,0,0
"1452",4,1,0,0,0,0,0,0,0,0,0
"1453",3,1,0,0,0,0,0,0,0,0,0
"1454",1,0,0,0,0,0,0,0,0,0,1
"1455",3,0,0,0,0,0,0,1,1,0,0
"1456",2,0,0,0,0,0,0,0,0,0,0
"1457",3,0,0,0,0,0,0,0,1,0,0
"1458",NA,0,0,0,0,0,0,0,0,0,0
"1459",4,1,0,0,0,0,0,0,0,0,0
"1460",2,1,0,0,0,0,0,0,0,0,0
"1461",3,1,0,0,1,0,0,1,1,0,0
"1462",3,1,0,0,0,0,0,0,0,0,0
"1463",4,1,0,0,0,0,0,1,1,0,0
"1464",1,0,0,0,0,0,0,0,0,0,0
"1465",3,1,0,0,0,0,0,0,0,0,0
"1466",3,0,0,0,0,0,0,0,0,0,1
"1467",2,1,0,0,0,0,0,0,0,0,0
"1468",4,0,0,0,1,0,0,0,0,0,1
"1469",4,0,0,0,0,0,0,1,0,0,0
"1470",1,0,0,0,0,0,0,0,0,0,0
"1471",3,0,0,0,0,0,0,0,0,0,0
"1472",4,0,0,0,0,0,0,0,1,0,0
"1473",4,1,0,0,0,0,0,1,0,0,0
"1474",1,1,0,0,0,0,0,0,0,0,0
"1475",3,1,0,0,0,0,0,0,0,0,0
"1476",3,0,0,0,0,0,0,0,0,0,0
"1477",3,1,0,0,0,0,0,1,0,0,0
"1478",NA,0,0,0,0,0,0,0,0,0,0
"1479",4,1,0,0,0,0,0,1,0,0,0
"1480",1,1,0,0,0,0,0,0,0,0,0
"1481",1,0,0,0,0,0,0,0,0,0,0
"1482",NA,0,0,0,0,0,0,0,0,0,0
"1483",4,0,0,0,0,0,0,0,0,0,0
"1484",1,1,0,0,0,0,1,0,0,1,0
"1485",NA,1,0,0,0,0,0,0,0,0,0
"1486",2,1,0,0,0,0,0,0,0,0,0
"1487",2,1,0,0,0,0,0,0,0,0,0
"1488",3,0,0,0,0,0,0,1,0,0,0
"1489",1,1,0,0,0,0,0,0,0,0,0
"1490",2,1,0,0,1,1,0,0,1,0,1
"1491",3,1,0,0,0,0,0,0,0,0,0
"1492",4,0,0,0,0,0,0,1,0,0,0
"1493",3,0,0,0,0,0,0,0,1,0,0
"1494",1,0,0,0,0,0,0,0,0,0,0
"1495",4,0,0,0,0,0,0,0,0,0,0
"1496",4,0,0,0,0,0,0,1,0,0,0
"1497",3,1,0,0,0,0,0,0,0,0,0
"1498",3,0,0,0,0,0,0,0,0,0,0
"1499",4,1,0,0,0,0,0,0,0,0,0
"1500",NA,0,0,0,0,0,0,0,0,0,0
"1501",3,0,0,0,0,0,0,0,0,0,0
"1502",4,0,0,0,0,0,0,0,0,0,1
"1503",NA,0,0,0,0,0,0,0,0,0,0
"1504",NA,0,0,0,0,0,0,0,0,0,0
"1505",3,1,0,0,0,0,0,0,0,0,0
"1506",3,1,0,0,0,0,0,0,0,0,0
"1507",NA,0,0,0,0,0,0,0,0,0,0
"1508",4,1,0,0,0,1,0,1,0,0,0
"1509",3,1,0,0,0,0,0,0,0,0,0
"1510",4,1,0,0,0,0,0,0,0,0,0
"1511",1,0,0,0,0,0,0,0,0,0,0
"1512",3,1,0,0,0,0,0,0,0,0,0
"1513",NA,0,0,0,0,0,0,0,0,0,0
"1514",2,1,0,0,0,0,0,0,0,0,0
"1515",1,0,0,0,1,0,0,0,0,0,1
"1516",1,0,0,0,0,0,0,0,0,0,0
"1517",4,0,0,0,0,0,0,0,0,0,0
"1518",NA,0,0,0,0,0,0,0,0,0,0
"1519",4,0,0,0,0,1,0,0,0,0,0
"1520",4,0,0,0,0,0,0,0,1,0,0
"1521",3,1,0,0,0,0,0,0,0,0,0
"1522",NA,0,0,0,0,0,0,0,0,0,0
"1523",4,1,0,0,0,0,0,0,1,0,0
"1524",NA,0,0,0,0,0,0,0,0,0,0
"1525",2,0,0,0,0,0,0,0,1,0,0
"1526",1,1,0,0,0,0,0,0,0,0,0
"1527",4,1,0,0,0,0,0,0,0,0,0
"1528",NA,0,0,0,0,0,0,0,0,0,0
"1529",3,0,0,0,0,0,0,0,0,0,0
"1530",3,1,0,0,0,0,0,0,0,0,0
"1531",3,0,0,0,0,0,0,0,0,0,1
"1532",4,0,0,0,0,0,0,1,0,0,0
"1533",2,0,0,0,0,1,0,0,0,0,0
"1534",3,1,0,0,0,0,0,0,1,0,0
"1535",1,1,0,0,0,0,0,0,0,0,0
"1536",NA,0,0,0,0,0,0,0,0,0,0
"1537",2,0,0,0,0,1,0,0,0,0,0
"1538",4,1,0,0,0,0,0,0,1,0,0
"1539",2,1,0,0,0,1,0,0,1,1,0
"1540",NA,0,0,0,0,0,0,0,0,0,0
"1541",4,0,0,0,0,0,0,0,0,0,0
"1542",4,1,0,0,0,1,0,1,0,0,0
"1543",1,0,0,0,0,0,0,0,0,0,0
"1544",2,1,0,0,0,1,0,0,1,0,0
"1545",2,1,0,0,0,0,0,0,0,0,0
"1546",4,1,0,0,0,1,0,0,0,0,0
"1547",3,1,0,0,0,0,0,0,1,0,0
"1548",2,1,0,0,0,0,0,0,0,0,0
"1549",NA,0,0,0,0,0,0,0,0,0,0
"1550",4,1,0,0,0,0,0,0,1,0,0
"1551",3,1,0,0,0,0,0,0,0,0,0
"1552",3,0,0,0,0,0,0,0,0,0,0
"1553",3,1,0,0,0,0,0,0,0,0,0
"1554",3,1,0,0,0,0,0,0,0,0,0
"1555",1,0,0,0,0,0,0,0,0,0,0
"1556",4,1,0,0,0,0,0,0,0,0,0
"1557",4,1,0,0,0,0,0,0,0,0,0
"1558",2,1,0,0,0,0,0,0,1,0,0
"1559",3,1,0,0,0,0,0,0,0,0,0
"1560",3,0,0,0,0,0,0,0,0,0,0
"1561",3,1,0,0,0,0,0,0,0,0,0
"1562",3,1,0,0,0,0,0,0,1,0,0
"1563",3,1,0,0,0,0,0,0,0,0,0
"1564",NA,0,0,0,0,0,0,0,0,0,0
"1565",2,1,0,0,0,0,0,0,0,0,0
"1566",NA,0,0,0,0,0,0,0,0,0,0
"1567",3,0,0,0,0,0,0,0,0,0,0
"1568",1,1,0,0,0,0,0,1,0,0,0
"1569",3,1,0,0,0,0,0,0,1,0,0
"1570",3,0,1,0,0,0,0,0,0,0,0
"1571",3,0,0,0,0,0,0,1,0,0,0
"1572",3,0,0,0,0,0,0,0,1,0,0
"1573",4,1,0,0,0,0,0,0,0,0,0
"1574",4,0,0,0,0,1,0,0,0,0,0
"1575",2,1,0,0,0,0,1,0,0,0,1
"1576",3,1,0,0,0,0,0,0,0,0,0
"1577",4,1,0,0,0,0,0,0,0,0,0
"1578",4,0,0,0,0,1,0,0,0,0,0
"1579",3,1,0,0,0,0,0,0,0,0,0
"1580",3,1,0,0,0,0,0,0,0,0,0
"1581",NA,0,0,0,0,0,0,0,0,0,0
"1582",3,1,0,0,0,0,0,0,1,0,0
"1583",NA,0,0,0,0,0,0,0,0,0,0
"1584",4,1,0,0,0,0,0,0,0,0,0
"1585",4,0,0,0,0,0,1,0,0,0,0
"1586",3,0,0,0,0,0,0,0,0,0,1
"1587",4,0,0,0,0,1,0,0,0,0,0
"1588",2,1,0,0,0,0,0,0,0,0,0
"1589",4,1,0,0,0,0,0,1,0,0,0
"1590",3,0,0,0,0,0,0,0,0,0,1
"1591",3,1,0,0,0,0,0,0,0,0,0
"1592",4,1,0,0,0,1,0,0,0,0,0
"1593",4,0,0,0,0,0,0,0,1,0,0
"1594",4,1,0,0,0,0,0,0,0,0,0
"1595",3,1,0,0,0,0,0,0,0,0,0
"1596",3,1,0,0,0,0,0,1,0,0,1
"1597",4,0,0,0,0,0,0,0,1,0,0
"1598",3,0,0,0,0,0,0,0,1,0,0
"1599",3,0,0,0,0,0,0,0,0,0,0
"1600",3,1,0,0,0,0,0,0,0,0,0
"1601",3,1,0,0,0,0,0,0,0,0,0
"1602",4,0,0,0,0,1,0,0,0,0,0
"1603",1,0,0,0,0,0,0,0,0,0,0
"1604",3,0,0,0,0,1,0,0,0,0,0
"1605",NA,0,0,0,0,0,0,0,0,0,0
"1606",3,0,0,0,0,0,0,1,1,0,0
