"","win_os_perl_distro_strawberry","win_os_perl_distro_activestate","win_os_perl_distro_cygwin","win_os_perl_distro_other","win_os_perl_distro_best"
"3856",0,0,0,0,NA
"3857",1,0,0,0,1
"3858",0,0,0,0,NA
"3859",1,0,0,0,1
"3860",1,1,0,0,1
"3861",0,0,0,0,NA
"3862",0,1,0,0,2
"3863",0,0,0,0,NA
"3864",0,0,0,0,NA
"3865",0,0,0,0,NA
"3866",0,0,0,0,NA
"3867",0,0,0,0,NA
"3868",0,0,0,0,NA
"3869",0,0,0,0,NA
"3870",0,1,0,0,4
"3871",0,0,0,0,NA
"3872",0,0,0,0,NA
"3873",0,0,0,0,NA
"3874",0,0,0,0,NA
"3875",0,0,0,0,NA
"3876",1,0,0,0,1
"3877",0,1,0,0,2
"3878",1,0,0,0,1
"3879",0,0,0,0,NA
"3880",1,0,0,0,1
"3881",0,0,0,0,NA
"3882",0,0,0,0,NA
"3883",0,0,0,0,NA
"3884",0,0,0,0,NA
"3885",0,0,0,0,NA
"3886",0,1,0,0,1
"3887",1,1,0,0,2
"3888",0,0,0,0,NA
"3889",0,1,0,0,2
"3890",0,0,0,0,NA
"3891",0,1,0,0,2
"3892",0,0,0,0,NA
"3893",0,0,0,0,NA
"3894",0,0,0,0,2
"3895",0,0,0,0,NA
"3896",1,0,0,0,1
"3897",0,0,0,0,NA
"3898",0,0,0,0,NA
"3899",0,0,0,0,NA
"3900",1,0,1,0,1
"3901",0,1,1,0,2
"3902",0,0,0,0,NA
"3903",0,0,0,0,NA
"3904",0,0,0,0,NA
"3905",0,0,0,0,NA
"3906",0,0,0,0,NA
"3907",0,0,0,0,NA
"3908",0,0,0,0,NA
"3909",0,0,0,0,NA
"3910",0,0,0,0,NA
"3911",1,0,0,0,1
"3912",0,1,1,0,3
"3913",0,0,0,0,NA
"3914",1,1,0,0,1
"3915",0,0,0,0,NA
"3916",1,0,0,0,1
"3917",0,0,0,0,NA
"3918",0,1,1,0,2
"3919",0,1,0,0,2
"3920",0,1,0,0,2
"3921",0,0,0,0,NA
"3922",1,0,0,1,NA
"3923",1,0,0,0,4
"3924",0,0,0,0,NA
"3925",1,1,0,0,1
"3926",0,0,0,0,NA
"3927",0,0,0,0,NA
"3928",0,1,0,0,2
"3929",0,0,0,0,NA
"3930",0,0,0,0,NA
"3931",1,1,1,0,NA
"3932",0,0,0,0,NA
"3933",0,0,0,0,NA
"3934",0,1,1,0,2
"3935",0,0,0,0,NA
"3936",0,0,0,0,NA
"3937",0,0,0,0,NA
"3938",0,0,0,0,NA
"3939",0,0,0,0,NA
"3940",0,1,0,0,2
"3941",0,0,0,0,NA
"3942",0,1,1,0,3
"3943",0,1,0,0,2
"3944",0,1,0,0,2
"3945",0,0,0,0,2
"3946",0,1,1,0,2
"3947",0,0,0,0,NA
"3948",0,0,0,0,NA
"3949",0,0,0,0,NA
"3950",0,0,0,0,NA
"3951",0,0,0,0,NA
"3952",0,0,0,0,NA
"3953",0,0,0,0,NA
"3954",0,1,0,0,2
"3955",0,0,0,0,NA
"3956",0,0,0,0,NA
"3957",0,1,1,0,2
"3958",1,0,0,0,1
"3959",0,0,0,0,NA
"3960",0,0,0,0,NA
"3961",0,0,0,0,NA
"3962",1,0,1,0,1
"3963",0,0,0,0,NA
"3964",1,1,0,0,4
"3965",0,1,0,0,2
"3966",0,1,0,0,2
"3967",1,1,1,0,4
"3968",0,0,0,0,NA
"3969",0,1,0,0,2
"3970",0,1,0,0,2
"3971",1,0,0,0,1
"3972",1,1,0,0,1
"3973",0,0,1,0,2
"3974",0,0,0,0,NA
"3975",0,0,0,0,NA
"3976",0,0,0,0,NA
"3977",0,0,1,0,3
"3978",0,1,0,0,2
"3979",1,0,0,0,NA
"3980",0,0,0,0,NA
"3981",0,0,0,0,NA
"3982",0,1,0,0,NA
"3983",0,0,0,0,NA
"3984",0,0,0,0,NA
"3985",0,0,0,0,NA
"3986",0,0,0,1,4
"3987",0,0,0,0,NA
"3988",0,0,0,0,NA
"3989",0,1,0,0,2
"3990",0,0,0,0,NA
"3991",0,1,0,0,NA
"3992",0,0,0,0,NA
"3993",0,0,0,0,NA
"3994",0,0,0,0,NA
"3995",0,0,0,0,NA
"3996",0,0,0,0,NA
"3997",0,0,0,0,NA
"3998",0,0,0,0,NA
"3999",0,1,0,0,1
"4000",0,0,0,0,NA
"4001",0,0,0,0,NA
"4002",0,1,0,0,2
"4003",0,0,0,0,NA
"4004",0,1,0,0,1
"4005",0,0,0,0,NA
"4006",0,0,0,0,NA
"4007",0,0,0,0,NA
"4008",0,1,0,0,2
"4009",0,0,0,0,NA
"4010",0,0,0,0,NA
"4011",1,0,0,0,1
"4012",0,0,0,0,NA
"4013",1,0,0,0,1
"4014",0,0,0,0,NA
"4015",1,0,0,0,1
"4016",0,1,0,0,2
"4017",0,1,0,0,2
"4018",0,0,0,0,NA
"4019",0,0,0,0,NA
"4020",0,1,0,0,2
"4021",0,1,0,0,4
"4022",0,0,0,0,NA
"4023",0,0,0,0,NA
"4024",1,0,0,0,1
"4025",0,0,0,0,NA
"4026",0,0,0,0,NA
"4027",0,0,0,0,1
"4028",0,0,0,0,NA
"4029",0,0,0,0,NA
"4030",0,0,0,0,NA
"4031",0,0,0,0,NA
"4032",1,1,0,0,1
"4033",0,0,0,0,NA
"4034",0,0,0,0,NA
"4035",0,0,0,0,NA
"4036",0,0,0,0,NA
"4037",0,1,0,0,2
"4038",1,0,0,0,1
"4039",0,0,0,0,NA
"4040",0,0,0,0,NA
"4041",0,1,0,0,2
"4042",1,0,0,0,1
"4043",0,1,0,0,2
"4044",0,0,0,0,NA
"4045",1,0,0,0,1
"4046",0,0,0,0,NA
"4047",0,0,0,0,NA
"4048",0,0,0,0,NA
"4049",0,1,0,0,2
"4050",0,1,0,0,4
"4051",0,0,0,0,NA
"4052",0,0,0,0,NA
"4053",1,0,1,0,3
"4054",0,0,0,0,NA
"4055",0,0,0,0,NA
"4056",1,0,0,0,1
"4057",0,0,0,0,NA
"4058",0,1,0,0,2
"4059",0,0,1,0,3
"4060",0,1,0,0,2
"4061",0,0,0,0,NA
"4062",1,0,0,0,1
"4063",0,0,0,0,NA
"4064",0,0,0,0,NA
"4065",0,1,0,0,2
"4066",0,0,0,0,NA
"4067",0,0,0,0,NA
"4068",0,0,0,0,NA
"4069",1,0,0,0,1
"4070",0,0,0,0,NA
"4071",0,0,0,0,NA
"4072",0,0,0,0,NA
"4073",0,1,1,0,3
"4074",0,1,0,0,2
"4075",0,1,0,0,2
"4076",0,0,0,0,NA
"4077",0,1,1,0,1
"4078",0,0,0,0,NA
"4079",0,0,0,0,NA
"4080",1,0,0,0,1
"4081",0,0,0,0,NA
"4082",1,0,0,0,1
"4083",0,0,0,0,NA
"4084",0,1,0,0,2
"4085",0,0,0,0,NA
"4086",0,0,0,0,NA
"4087",0,0,0,0,NA
"4088",0,0,0,0,NA
"4089",0,0,0,0,NA
"4090",1,0,0,0,1
"4091",0,0,0,0,NA
"4092",0,0,0,0,NA
"4093",0,1,0,0,2
"4094",0,1,0,0,2
"4095",0,0,0,0,NA
"4096",0,0,0,0,NA
"4097",0,0,0,0,1
"4098",1,0,0,0,1
"4099",0,1,0,0,2
"4100",0,0,0,0,NA
"4101",0,0,0,0,NA
"4102",0,1,0,0,2
"4103",0,0,0,0,NA
"4104",0,1,0,0,2
"4105",0,0,0,0,NA
"4106",0,0,0,0,NA
"4107",0,0,0,0,NA
"4108",0,1,1,0,3
"4109",1,0,0,0,1
"4110",1,0,0,0,1
"4111",0,0,1,0,3
"4112",0,1,0,0,2
"4113",0,1,1,0,2
"4114",0,1,0,0,2
"4115",0,1,1,0,3
"4116",0,0,0,0,NA
"4117",0,0,0,0,NA
"4118",1,1,1,0,2
"4119",0,1,1,0,3
"4120",0,1,1,0,3
"4121",0,0,0,0,NA
"4122",1,0,0,0,1
"4123",0,0,0,0,NA
"4124",0,0,0,0,NA
"4125",1,0,0,0,1
"4126",0,1,0,0,2
"4127",1,1,0,0,1
"4128",0,0,0,0,NA
"4129",1,0,0,0,1
"4130",0,0,0,0,NA
"4131",0,1,1,0,2
"4132",0,1,0,0,2
"4133",0,0,0,0,NA
"4134",0,0,0,0,NA
"4135",1,0,0,0,NA
"4136",0,0,0,0,NA
"4137",1,0,0,0,1
"4138",0,0,0,0,3
"4139",0,0,0,0,NA
"4140",0,1,0,1,1
"4141",0,0,0,0,NA
"4142",0,1,0,0,2
"4143",0,1,0,0,2
"4144",0,1,0,0,2
"4145",0,0,0,0,NA
"4146",0,0,0,0,NA
"4147",0,0,0,0,NA
"4148",0,1,0,0,2
"4149",1,0,0,0,1
"4150",0,0,0,0,NA
"4151",0,0,0,0,NA
"4152",0,0,0,0,NA
"4153",0,0,0,0,NA
"4154",0,0,0,0,NA
"4155",0,1,0,0,2
"4156",0,0,0,0,NA
"4157",0,0,0,0,NA
"4158",0,0,0,0,NA
"4159",0,0,0,0,NA
"4160",0,0,0,0,NA
"4161",0,1,0,0,2
"4162",0,1,1,0,2
"4163",0,0,0,0,NA
"4164",0,1,0,0,2
"4165",0,0,0,0,NA
"4166",0,0,0,0,NA
"4167",0,0,1,0,3
"4168",0,1,0,0,1
"4169",1,0,0,0,1
"4170",0,1,0,0,2
"4171",1,1,0,0,1
"4172",1,1,0,0,2
"4173",0,0,0,0,NA
"4174",0,0,0,0,NA
"4175",0,0,0,0,NA
"4176",0,0,0,0,NA
"4177",0,0,0,0,NA
"4178",0,0,1,0,3
"4179",0,0,0,0,NA
"4180",0,1,0,0,2
"4181",0,0,0,0,NA
"4182",0,0,0,0,NA
"4183",0,0,0,0,NA
"4184",0,0,0,0,NA
"4185",0,1,0,0,1
"4186",0,0,0,0,NA
"4187",0,0,0,0,NA
"4188",0,0,1,0,NA
"4189",0,0,0,0,NA
"4190",0,1,0,0,2
"4191",0,0,0,0,NA
"4192",0,0,0,0,NA
"4193",0,1,1,0,3
"4194",0,1,0,0,NA
"4195",1,0,0,0,1
"4196",0,0,0,0,2
"4197",0,0,0,0,NA
"4198",1,0,0,0,1
"4199",0,1,0,0,2
"4200",0,1,0,0,2
"4201",0,1,1,0,3
"4202",0,0,0,0,NA
"4203",1,0,0,0,1
"4204",1,1,1,0,1
"4205",1,1,1,0,3
"4206",0,0,0,0,NA
"4207",0,0,0,0,NA
"4208",0,1,0,0,2
"4209",0,0,1,0,3
"4210",0,0,0,0,NA
"4211",0,0,0,0,NA
"4212",1,0,0,0,1
"4213",0,0,0,0,NA
"4214",0,0,0,0,NA
"4215",0,1,0,0,2
"4216",0,0,0,0,NA
"4217",0,1,0,0,2
"4218",0,0,0,0,NA
"4219",0,0,0,0,NA
"4220",0,0,0,0,NA
"4221",1,1,0,0,1
"4222",0,1,0,0,2
"4223",0,0,0,0,NA
"4224",1,0,1,0,1
"4225",0,1,0,0,2
"4226",0,0,0,0,NA
"4227",0,1,1,0,3
"4228",0,0,0,1,4
"4229",0,0,0,0,NA
"4230",0,0,0,0,NA
"4231",0,0,0,0,NA
"4232",0,0,0,0,NA
"4233",0,0,0,0,NA
"4234",0,1,0,0,2
"4235",0,0,0,0,NA
"4236",0,0,0,0,NA
"4237",0,0,0,1,4
"4238",0,0,0,0,NA
"4239",0,1,0,0,2
"4240",1,1,0,0,1
"4241",0,0,0,0,NA
"4242",0,0,0,0,NA
"4243",0,1,0,0,2
"4244",0,1,0,0,2
"4245",0,0,0,0,NA
"4246",1,0,0,0,1
"4247",1,1,0,0,1
"4248",0,1,0,0,2
"4249",0,1,0,0,2
"4250",0,0,0,0,NA
"4251",1,0,0,0,1
"4252",0,0,0,0,NA
"4253",0,1,0,0,2
"4254",1,0,1,0,1
"4255",0,0,0,0,NA
"4256",0,0,0,0,NA
"4257",0,1,0,0,2
"4258",0,0,0,0,NA
"4259",1,1,0,0,1
"4260",1,0,0,0,1
"4261",0,0,0,0,NA
"4262",0,0,0,0,NA
"4263",0,0,0,0,NA
"4264",0,0,0,0,NA
"4265",0,0,0,0,NA
"4266",0,0,0,0,NA
"4267",0,0,0,0,NA
"4268",0,0,0,0,NA
"4269",0,0,0,0,NA
"4270",0,0,0,0,NA
"4271",0,0,0,0,NA
"4272",0,0,0,0,NA
"4273",0,0,0,0,NA
"4274",0,0,0,0,2
"4275",0,0,0,0,NA
"4276",0,0,0,0,NA
"4277",0,0,0,0,NA
"4278",0,1,1,0,3
"4279",0,0,0,0,NA
"4280",0,0,0,0,NA
"4281",0,0,0,0,NA
"4282",0,0,0,0,NA
"4283",0,0,0,0,NA
"4284",0,0,0,0,NA
"4285",0,0,0,0,NA
"4286",0,0,0,0,NA
"4287",0,0,0,0,NA
"4288",0,1,0,0,2
"4289",0,0,0,0,NA
"4290",0,0,0,0,NA
"4291",1,1,0,0,1
"4292",1,0,0,0,1
"4293",0,0,0,0,NA
"4294",0,1,0,0,2
"4295",0,0,0,0,NA
"4296",0,0,0,0,NA
"4297",0,0,0,0,NA
"4298",0,0,0,0,NA
"4299",0,0,0,0,NA
"4300",0,1,0,0,2
"4301",0,0,0,0,NA
"4302",1,0,0,0,1
"4303",0,0,0,0,NA
"4304",0,0,0,0,NA
"4305",1,0,0,0,1
"4306",0,0,0,0,NA
"4307",0,0,1,0,3
"4308",0,1,0,0,2
"4309",0,0,0,0,NA
"4310",0,0,0,0,NA
"4311",0,0,0,0,NA
"4312",0,1,0,0,2
"4313",0,0,0,0,NA
"4314",1,0,0,0,1
"4315",0,0,0,0,NA
"4316",0,0,0,0,NA
"4317",1,1,0,0,1
"4318",0,0,0,0,NA
"4319",0,0,0,0,NA
"4320",1,1,0,0,1
"4321",0,0,0,0,NA
"4322",0,1,0,0,1
"4323",0,0,0,0,NA
"4324",0,0,0,0,NA
"4325",0,1,0,0,2
"4326",1,0,0,0,1
"4327",0,1,0,0,2
"4328",0,0,0,0,NA
"4329",0,0,0,0,NA
"4330",0,0,0,0,NA
"4331",0,0,0,0,NA
"4332",0,0,0,0,NA
"4333",0,0,0,0,NA
"4334",0,1,0,0,2
"4335",0,0,1,0,3
"4336",0,1,0,0,3
"4337",0,1,0,0,NA
"4338",0,0,0,0,NA
"4339",1,0,0,0,1
"4340",0,0,0,0,NA
"4341",1,1,0,0,1
"4342",0,1,0,0,2
"4343",0,0,0,0,NA
"4344",0,0,0,0,NA
"4345",0,1,0,0,2
"4346",0,0,0,0,NA
"4347",0,0,0,0,NA
"4348",0,1,0,0,2
"4349",0,0,0,0,NA
"4350",1,0,0,0,NA
"4351",0,0,0,0,NA
"4352",0,0,0,0,NA
"4353",0,1,0,0,2
"4354",0,0,0,0,NA
"4355",1,0,0,0,1
"4356",0,0,0,0,NA
"4357",0,0,0,0,NA
"4358",1,0,0,0,1
"4359",0,0,0,0,NA
"4360",0,0,0,0,NA
"4361",1,1,0,0,2
"4362",1,1,0,0,2
"4363",0,0,0,0,NA
"4364",0,1,0,0,2
"4365",0,0,0,0,NA
"4366",0,1,0,0,2
"4367",0,1,0,0,2
"4368",0,0,0,0,NA
"4369",0,0,0,0,NA
"4370",0,0,0,0,NA
"4371",1,0,0,0,1
"4372",0,0,0,0,NA
"4373",0,0,0,0,NA
"4374",0,0,0,0,NA
"4375",0,0,0,0,NA
"4376",0,1,0,0,4
"4377",0,1,0,0,2
"4378",0,0,0,0,NA
"4379",0,1,0,0,2
"4380",0,0,0,0,NA
"4381",1,0,0,0,1
"4382",1,1,0,0,2
"4383",0,0,0,0,NA
"4384",0,0,0,1,NA
"4385",0,0,0,0,NA
"4386",0,1,0,0,2
"4387",1,1,0,0,1
"4388",0,0,0,0,NA
"4389",0,0,0,0,NA
"4390",0,0,0,0,NA
"4391",0,0,0,0,NA
"4392",0,1,0,0,2
"4393",0,0,0,0,NA
"4394",0,0,0,0,NA
"4395",0,0,0,0,NA
"4396",0,0,1,0,3
"4397",0,0,0,0,NA
"4398",1,1,0,0,1
"4399",0,0,0,0,NA
"4400",0,0,0,0,NA
"4401",0,0,0,0,NA
"4402",0,1,0,0,2
"4403",0,1,0,0,2
"4404",0,0,1,0,3
"4405",0,0,0,0,NA
"4406",0,1,0,0,2
"4407",0,0,0,0,NA
"4408",0,0,0,0,NA
"4409",0,0,0,0,NA
"4410",0,0,0,0,NA
"4411",0,0,0,0,NA
"4412",1,1,0,0,1
"4413",0,0,0,0,NA
"4414",0,1,0,0,2
"4415",0,1,0,0,2
"4416",0,0,0,0,NA
"4417",0,1,0,0,2
"4418",0,0,0,0,NA
"4419",0,0,0,0,NA
"4420",0,0,0,0,NA
"4421",0,1,1,0,2
"4422",0,1,0,0,2
"4423",0,0,0,0,NA
"4424",0,0,0,0,NA
"4425",0,0,0,1,4
"4426",0,1,0,0,2
"4427",1,1,0,0,1
"4428",0,1,0,0,1
"4429",0,0,0,0,NA
"4430",0,1,0,0,2
"4431",0,0,0,0,NA
"4432",0,0,0,0,NA
"4433",0,0,1,0,3
"4434",0,1,1,0,2
"4435",1,0,0,0,1
"4436",1,1,1,0,2
"4437",0,0,0,0,NA
"4438",0,0,0,0,NA
"4439",0,0,0,0,NA
"4440",0,1,0,0,2
"4441",1,1,1,0,1
"4442",0,0,0,0,NA
"4443",0,0,0,0,NA
"4444",0,1,0,0,2
"4445",1,0,0,0,1
"4446",0,0,0,0,NA
"4447",0,0,0,0,NA
"4448",1,0,0,0,1
"4449",0,1,1,0,2
"4450",0,1,0,0,1
"4451",0,0,0,0,NA
"4452",0,0,0,0,NA
"4453",0,0,0,0,NA
"4454",0,0,0,0,NA
"4455",0,0,0,0,NA
"4456",0,0,0,0,NA
"4457",0,0,0,0,NA
"4458",0,0,0,0,NA
"4459",0,0,0,0,NA
"4460",0,1,0,0,NA
"4461",0,1,0,0,2
"4462",0,0,0,0,NA
"4463",0,1,0,0,NA
"4464",0,0,0,0,NA
"4465",0,0,0,0,NA
"4466",0,0,0,0,NA
"4467",0,0,0,0,NA
"4468",0,1,1,0,2
"4469",0,0,0,0,NA
"4470",0,0,0,0,NA
"4471",0,1,1,0,2
"4472",0,0,0,0,NA
"4473",0,0,0,0,NA
"4474",0,0,0,0,NA
"4475",0,0,0,0,NA
"4476",0,0,0,0,NA
"4477",0,0,0,0,NA
"4478",0,0,0,0,NA
"4479",0,0,0,0,NA
"4480",0,0,0,0,NA
"4481",0,0,0,0,NA
"4482",0,1,0,0,2
"4483",1,0,0,0,1
"4484",0,1,0,0,2
"4485",0,1,1,0,3
"4486",0,0,0,0,NA
"4487",0,1,0,0,2
"4488",0,1,0,0,2
"4489",0,0,0,0,NA
"4490",0,0,0,0,NA
"4491",0,0,0,0,NA
"4492",0,0,0,0,NA
"4493",0,0,0,0,NA
"4494",0,1,1,0,3
"4495",0,0,0,0,NA
"4496",0,0,0,0,NA
"4497",0,0,0,0,NA
"4498",0,0,0,0,NA
"4499",0,0,0,0,NA
"4500",0,0,0,0,NA
"4501",0,1,0,0,2
"4502",0,1,0,0,2
"4503",0,0,0,0,NA
"4504",0,0,0,0,NA
"4505",0,1,0,0,2
"4506",0,1,0,0,2
"4507",0,0,1,0,3
"4508",0,0,0,0,NA
"4509",0,0,0,1,2
"4510",1,0,0,0,4
"4511",1,0,0,0,1
"4512",0,0,0,0,NA
"4513",0,0,0,0,NA
"4514",0,0,0,0,NA
"4515",0,0,0,0,NA
"4516",0,0,0,0,NA
"4517",0,0,0,0,NA
"4518",0,0,0,0,NA
"4519",0,0,0,0,NA
"4520",0,0,0,0,NA
"4521",0,0,0,0,NA
"4522",1,0,0,0,1
"4523",1,0,0,0,1
"4524",0,1,0,0,2
"4525",0,0,0,0,NA
"4526",0,0,0,0,NA
"4527",0,0,0,0,NA
"4528",0,0,0,0,NA
"4529",0,0,0,0,NA
"4530",0,0,0,0,NA
"4531",0,0,0,0,NA
"4532",0,0,0,0,NA
"4533",0,0,0,0,NA
"4534",0,0,1,0,3
"4535",1,1,0,0,2
"4536",0,0,0,0,NA
"4537",0,0,1,0,NA
"4538",0,1,0,0,2
"4539",0,1,0,0,2
"4540",0,0,0,0,NA
"4541",1,0,0,0,1
"4542",0,1,0,0,2
"4543",1,1,0,0,2
"4544",0,1,0,0,2
"4545",0,0,0,0,NA
"4546",0,0,0,0,NA
"4547",0,0,0,0,NA
"4548",0,0,0,0,NA
"4549",0,0,0,0,NA
"4550",0,0,0,0,NA
"4551",0,0,0,0,NA
"4552",0,0,0,0,NA
"4553",0,1,0,0,2
"4554",0,1,0,0,2
"4555",0,0,0,0,NA
"4556",0,0,0,0,NA
"4557",1,0,0,0,1
"4558",0,0,0,0,NA
"4559",0,0,0,0,NA
"4560",0,0,0,0,NA
"4561",0,0,0,0,NA
"4562",0,0,0,0,NA
"4563",0,0,0,0,NA
"4564",0,0,0,0,NA
"4565",0,0,0,0,NA
"4566",1,1,0,0,2
"4567",1,0,0,0,1
"4568",0,0,0,0,NA
"4569",0,0,0,0,NA
"4570",1,1,1,0,1
"4571",0,0,1,0,NA
"4572",0,0,0,0,NA
"4573",1,0,0,0,1
"4574",0,0,0,0,NA
"4575",1,0,0,0,1
"4576",0,0,0,0,NA
"4577",0,1,1,0,3
"4578",0,0,0,0,NA
"4579",0,0,0,0,NA
"4580",1,0,0,0,1
"4581",0,0,0,0,NA
"4582",0,0,0,0,NA
"4583",0,0,0,0,NA
"4584",0,0,0,0,NA
"4585",0,0,0,0,NA
"4586",0,0,0,0,NA
"4587",0,0,0,0,NA
"4588",0,0,0,0,NA
"4589",0,1,0,0,2
"4590",0,0,0,0,NA
"4591",0,0,1,0,NA
"4592",0,0,0,0,NA
"4593",0,0,0,0,NA
"4594",0,0,0,0,NA
"4595",0,0,0,0,NA
"4596",0,0,1,0,3
"4597",0,0,0,0,NA
"4598",0,0,0,0,NA
"4599",0,0,0,0,NA
"4600",0,0,0,0,NA
"4601",0,0,0,0,NA
"4602",0,1,0,0,2
"4603",1,1,0,0,2
"4604",0,1,0,0,2
"4605",0,1,1,0,2
"4606",0,0,0,0,NA
"4607",0,1,0,0,2
"4608",0,0,0,0,NA
"4609",0,0,0,0,NA
"4610",0,0,0,0,NA
"4611",0,1,0,0,NA
"4612",0,0,0,0,NA
"4613",0,0,0,0,2
"4614",0,0,0,0,NA
"4615",0,0,0,0,NA
"4616",0,0,0,0,NA
"4617",0,1,0,0,2
"4618",0,0,0,0,NA
"4619",0,0,0,0,NA
"4620",0,0,0,0,NA
"4621",0,0,0,0,NA
"4622",0,0,0,0,NA
"4623",0,0,0,0,NA
"4624",0,1,0,0,2
"4625",0,1,0,0,2
"4626",0,1,1,0,3
"4627",0,0,1,0,3
"4628",0,0,0,0,NA
"4629",0,0,0,0,NA
"4630",0,0,0,0,NA
"4631",0,0,0,0,NA
"4632",1,0,0,0,1
"4633",0,0,0,0,NA
"4634",0,0,0,0,NA
"4635",0,0,0,0,NA
"4636",0,0,0,0,NA
"4637",0,0,0,0,NA
"4638",0,0,0,0,NA
"4639",0,1,0,0,2
"4640",0,0,0,0,NA
"4641",0,0,0,0,NA
"4642",0,1,0,0,2
"4643",1,1,0,0,1
"4644",0,0,0,0,NA
"4645",0,0,0,0,NA
"4646",1,0,0,0,1
"4647",0,0,0,0,NA
"4648",0,0,0,0,NA
"4649",0,0,0,0,NA
"4650",0,1,1,0,2
"4651",0,0,0,0,NA
"4652",0,0,1,0,3
"4653",0,0,0,0,NA
"4654",0,0,0,0,NA
"4655",0,1,0,0,2
"4656",0,0,0,0,NA
"4657",0,0,0,0,NA
"4658",0,0,0,0,NA
"4659",0,1,0,0,2
"4660",1,1,0,0,1
"4661",0,0,0,0,NA
"4662",0,0,0,0,NA
"4663",0,1,0,0,2
"4664",0,1,0,0,2
"4665",0,0,0,0,NA
"4666",0,0,0,0,NA
"4667",0,1,0,0,1
"4668",0,0,0,0,NA
"4669",0,1,0,0,NA
"4670",0,0,0,0,1
"4671",0,0,0,0,NA
"4672",0,1,1,0,3
"4673",0,0,0,0,NA
"4674",0,0,0,0,NA
"4675",0,0,0,0,NA
"4676",0,0,0,0,NA
"4677",1,0,0,0,1
"4678",0,0,1,0,3
"4679",0,0,0,0,NA
"4680",1,0,0,0,1
"4681",0,0,0,0,NA
"4682",0,1,1,0,2
"4683",0,1,0,0,2
"4684",0,1,0,0,4
"4685",0,1,0,0,1
"4686",0,0,0,0,NA
"4687",0,0,0,0,NA
"4688",0,0,0,0,NA
"4689",0,0,0,0,NA
"4690",0,0,0,0,NA
"4691",0,1,0,0,NA
"4692",1,0,0,0,1
"4693",0,0,0,0,NA
"4694",0,0,0,0,NA
"4695",0,0,0,0,NA
"4696",0,1,0,0,2
"4697",1,0,0,0,1
"4698",0,0,0,0,NA
"4699",0,1,0,0,2
"4700",0,0,0,0,NA
"4701",1,1,0,0,1
"4702",1,0,1,0,1
"4703",0,0,0,0,NA
"4704",0,0,0,0,NA
"4705",0,0,0,0,NA
"4706",0,0,0,0,NA
"4707",0,0,0,1,1
"4708",1,0,0,0,1
"4709",0,0,0,0,NA
"4710",0,1,0,0,2
"4711",0,0,0,0,NA
"4712",0,1,0,0,2
"4713",0,1,0,0,NA
"4714",0,0,1,0,3
"4715",0,0,0,0,NA
"4716",0,1,0,0,2
"4717",1,0,0,0,1
"4718",0,0,0,0,NA
"4719",0,1,0,0,2
"4720",0,1,0,0,2
"4721",0,0,0,0,NA
"4722",0,0,0,0,NA
"4723",0,0,0,0,NA
"4724",1,0,0,0,1
"4725",0,0,0,0,NA
"4726",0,0,0,0,NA
"4727",1,0,0,0,1
"4728",0,0,0,0,NA
"4729",0,1,0,0,2
"4730",0,0,0,0,NA
"4731",0,0,0,0,NA
"4732",0,1,0,0,2
"4733",0,1,0,0,2
"4734",0,1,0,0,2
"4735",0,1,0,0,2
"4736",1,0,0,0,1
"4737",0,0,0,1,4
"4738",0,0,0,0,NA
"4739",0,0,0,0,NA
"4740",0,0,0,0,NA
"4741",1,0,0,0,1
"4742",0,0,0,0,NA
"4743",0,1,0,0,2
"4744",0,0,0,0,NA
"4745",0,0,0,0,NA
"4746",0,0,0,0,NA
"4747",0,0,0,0,NA
"4748",0,0,1,0,3
"4749",0,0,0,0,NA
"4750",0,0,0,0,NA
"4751",0,1,0,0,2
"4752",1,0,0,0,1
"4753",0,0,0,0,NA
"4754",1,0,0,0,1
"4755",0,0,0,0,NA
"4756",0,0,0,0,NA
"4757",0,0,0,0,NA
"4758",1,0,0,0,1
"4759",0,0,0,0,NA
"4760",0,0,0,0,NA
"4761",1,0,0,0,1
"4762",0,0,0,0,NA
"4763",0,1,0,0,2
"4764",0,0,0,0,NA
"4765",0,0,0,0,NA
"4766",0,0,0,0,NA
"4767",0,1,0,0,2
"4768",0,0,0,0,NA
"4769",1,0,0,0,1
"4770",0,0,0,0,NA
"4771",1,1,0,0,1
"4772",0,0,0,0,NA
"4773",0,0,0,0,NA
"4774",0,0,0,0,NA
"4775",1,0,0,0,1
"4776",0,1,1,0,3
"4777",0,0,0,0,NA
"4778",0,0,0,0,NA
"4779",0,0,0,0,NA
"4780",0,0,0,0,NA
"4781",0,1,0,0,2
"4782",0,1,0,0,2
"4783",0,0,0,0,NA
"4784",0,0,0,0,NA
"4785",0,1,0,0,2
"4786",0,0,0,0,NA
"4787",0,0,0,0,NA
"4788",0,0,0,0,NA
"4789",0,1,0,0,NA
"4790",0,1,0,0,2
"4791",0,0,0,0,NA
"4792",0,1,0,0,2
"4793",0,1,0,0,2
"4794",0,0,0,0,NA
"4795",0,0,0,0,NA
"4796",0,1,0,0,NA
"4797",0,0,1,0,3
"4798",1,0,0,0,1
"4799",0,0,0,0,NA
"4800",0,0,0,0,NA
"4801",0,0,0,0,2
"4802",0,0,0,0,NA
"4803",0,0,0,0,NA
"4804",0,0,0,0,NA
"4805",0,0,0,0,NA
"4806",0,0,0,0,NA
"4807",0,0,0,0,NA
"4808",0,1,0,0,2
