219,python
199,php
118,java
94,lisp
79,scheme
68,c
51,c++
43,javascript
42,bash
40,prolog
39,ruby
32,pascal
27,shell
23,haskell
22,smalltalk
21,awk
20,tcl
17,fortran
12,basic
11,ml
