united kingdom,273
usa,8
australia,7
new zealand,6
canada,4
france,4
poland,4
spain,4
germany,3
ireland,3
italy,3
china,2
finland,2
india,2
netherlands,2
pakistan,2
south africa,2
austria,1
bahrain,1
czech republic,1
greece,1
kenya,1
norway,1
not stated,1
portugal,1
sweden,1
uganda,1
ukraine,1
vietnam,1
zambia,1
